alpha_freq,delta_kmeans,u_width,g_freq,r_freq,i_width,z_width,redshift_width
8,5,13,15,22,3,3,0
0,1,13,28,32,3,3,3
1,1,14,29,40,3,3,5
11,4,18,39,48,4,3,4
6,3,8,3,4,1,1,0
4,3,17,36,36,3,3,3
1,3,23,40,48,4,3,4
7,5,9,3,3,1,1,0
5,5,14,34,43,3,3,5
10,1,20,26,43,4,4,2
8,1,14,29,36,3,3,4
9,1,11,9,11,2,1,0
9,5,19,28,26,3,3,3
1,2,15,28,31,3,3,3
3,9,21,24,38,4,4,0
6,1,16,23,21,2,2,2
1,1,12,17,28,3,3,8
1,1,10,10,15,2,2,0
1,1,11,6,6,1,1,0
1,1,10,10,15,2,2,0
1,1,15,26,44,4,4,0
1,1,14,12,14,2,2,0
1,2,13,16,29,3,3,0
1,2,13,12,15,2,2,0
10,5,8,6,13,2,2,5
8,4,17,27,37,3,3,2
2,1,17,34,39,3,3,5
9,3,21,37,39,3,3,4
7,6,14,29,28,3,3,3
6,7,21,39,48,3,3,5
4,3,18,36,49,4,4,5
8,5,11,12,17,2,2,0
7,5,21,21,20,2,2,2
8,5,18,30,32,3,3,3
8,4,20,32,32,3,3,3
1,0,15,16,26,3,3,0
9,3,19,39,45,3,3,0
8,4,15,24,43,4,4,16
7,6,13,23,39,4,4,8
11,1,15,27,44,4,4,8
11,1,12,17,35,3,3,11
7,4,7,3,6,1,1,0
8,3,9,5,5,1,1,0
4,8,15,31,30,3,3,3
5,4,11,9,10,2,2,0
2,5,13,16,25,3,3,16
7,1,17,29,47,4,4,2
9,4,15,26,25,3,2,3
7,5,17,24,24,3,2,3
0,2,14,24,25,3,2,3
9,8,18,28,27,3,3,3
5,5,17,39,50,4,4,5
5,5,18,39,49,4,4,5
10,2,16,22,29,3,3,4
10,2,17,35,32,3,3,3
10,2,9,2,2,1,1,0
11,2,15,24,40,4,4,6
1,0,15,28,35,3,3,3
7,7,17,33,31,3,2,4
10,1,13,20,34,3,4,7
11,1,15,30,44,4,4,14
10,1,15,9,11,3,2,0
1,1,14,11,11,1,1,0
3,2,19,24,42,4,4,0
5,9,23,23,22,2,2,3
6,7,18,27,38,3,3,1
2,3,12,13,13,2,2,1
3,8,13,30,41,4,4,8
3,8,9,8,12,2,2,0
7,9,6,1,2,1,1,0
6,5,15,23,42,4,4,14
6,5,12,13,23,3,3,17
6,5,16,18,19,2,2,0
6,5,8,3,6,1,2,0
7,2,17,34,32,3,3,3
10,4,8,3,5,1,1,0
8,6,21,32,36,3,3,3
7,5,14,27,29,3,3,3
2,4,14,32,34,3,3,3
2,5,21,38,42,3,3,4
2,5,15,16,15,2,2,2
11,3,18,39,49,4,3,4
10,3,8,3,3,1,1,0
2,6,7,2,4,1,1,0
5,3,10,5,6,1,1,0
5,3,8,3,4,1,1,0
4,5,15,39,49,4,4,5
1,1,4,0,0,0,0,0
2,1,12,11,13,2,2,0
10,5,20,37,39,3,3,3
10,7,16,26,26,3,3,3
5,8,18,34,37,3,3,3
9,8,10,6,5,1,1,1
3,8,10,5,5,1,1,0
6,1,20,29,28,3,3,2
3,8,14,23,32,3,3,4
9,6,14,26,42,4,4,8
10,5,8,8,13,2,2,8
1,1,6,0,1,1,1,0
1,1,11,9,13,2,2,0
10,3,22,36,41,3,3,3
8,5,20,29,28,3,3,3
8,1,10,8,10,1,1,0
6,7,23,35,40,3,3,4
3,8,12,10,9,1,1,1
6,9,16,31,31,3,3,3
10,0,11,7,6,1,1,0
9,8,13,20,32,3,3,3
7,6,17,21,36,3,3,0
8,6,11,12,19,3,3,15
8,5,14,13,16,2,2,0
5,3,12,8,7,1,1,1
8,3,9,5,7,1,1,0
6,6,7,2,3,1,1,0
6,6,14,28,45,4,4,8
8,4,8,2,1,1,1,0
8,3,10,4,3,1,1,1
2,1,7,0,0,0,0,0
3,7,14,29,40,4,4,3
6,5,14,26,23,2,2,3
4,9,13,18,29,3,3,0
4,9,14,22,22,2,2,2
8,3,19,34,33,3,3,3
9,3,23,23,24,3,2,3
8,3,7,2,5,1,1,0
3,2,9,5,9,1,2,0
3,2,9,3,3,1,1,0
2,5,14,20,30,3,3,0
6,1,14,24,41,4,4,8
1,1,10,13,20,3,3,7
1,1,12,18,31,3,3,12
8,4,12,14,23,3,3,0
8,4,12,15,25,3,3,0
9,4,11,11,15,2,2,0
11,3,15,40,49,3,3,5
1,3,22,36,45,4,4,3
9,7,21,19,18,2,2,1
6,8,11,16,23,3,3,7
0,5,10,9,14,2,2,0
4,1,18,33,40,3,3,3
6,7,11,8,10,2,2,0
1,1,15,32,27,3,3,3
5,4,18,38,49,3,3,0
3,1,13,18,31,3,3,5
0,4,14,28,46,4,4,10
8,3,11,6,6,1,1,0
6,1,16,32,38,3,3,3
2,1,10,2,1,0,1,0
9,4,15,16,15,2,2,2
6,7,21,38,44,3,3,4
8,4,21,33,37,3,3,3
4,3,20,28,27,3,3,3
6,7,20,37,39,3,3,3
6,7,21,40,48,3,3,4
1,3,14,38,45,4,4,3
3,2,18,27,26,3,3,2
2,8,19,14,16,2,3,0
7,4,8,2,2,1,1,0
10,5,16,33,47,4,4,1
1,1,7,2,5,1,1,0
1,1,15,23,33,3,3,10
8,5,14,24,39,4,4,16
8,7,19,39,48,4,3,4
1,1,13,19,36,3,4,10
7,5,16,17,16,2,2,2
7,5,17,29,28,3,3,3
9,8,8,7,11,2,2,8
6,5,16,17,23,3,3,0
2,1,13,10,8,1,1,1
2,1,7,0,0,0,0,0
2,6,12,19,39,3,3,7
2,4,20,39,49,3,3,0
1,1,10,11,17,2,2,11
1,1,12,13,19,3,3,0
1,2,13,13,17,2,2,0
1,2,13,15,18,2,2,0
1,2,7,1,2,1,1,0
1,2,6,0,1,0,1,0
4,6,17,34,38,3,3,0
9,1,12,10,11,2,2,0
10,2,11,8,7,1,1,1
11,2,16,32,35,3,3,3
6,6,8,9,15,2,2,13
4,4,8,5,9,1,2,0
10,5,14,31,47,4,4,4
7,4,9,3,3,1,1,0
1,1,16,36,49,4,4,5
1,2,10,4,4,1,1,0
4,1,18,20,22,2,3,3
7,4,16,26,26,3,3,3
3,6,14,14,14,1,1,0
1,1,10,13,23,3,3,11
1,1,10,13,22,3,3,3
5,3,18,37,31,3,2,4
7,3,14,24,43,4,4,14
6,5,20,33,34,3,3,3
6,5,11,7,8,1,1,0
10,2,14,21,21,2,2,3
4,3,17,34,47,4,4,7
1,3,13,22,38,3,4,10
2,6,4,0,0,0,1,0
2,6,5,0,0,0,0,0
2,6,7,3,6,1,2,0
10,3,19,14,16,2,2,0
4,3,12,11,11,2,1,1
4,3,8,3,4,1,1,0
2,8,16,15,22,3,3,0
10,1,21,37,49,4,4,5
10,1,16,36,50,4,4,5
11,1,14,35,48,4,3,8
10,2,14,14,20,3,3,0
9,4,9,3,4,1,1,0
7,5,16,29,26,3,3,3
5,1,13,20,36,3,3,14
3,8,8,5,10,2,2,0
6,7,17,34,40,3,3,3
10,0,9,7,11,2,2,0
10,5,13,14,24,3,3,0
6,4,17,31,32,3,3,3
7,4,14,26,25,3,3,2
8,4,10,9,11,1,1,1
10,4,9,4,6,1,1,0
8,1,19,36,39,3,3,3
11,1,17,40,50,5,5,4
2,7,17,25,32,3,3,4
2,6,15,29,39,3,3,3
2,0,12,11,15,2,2,0
9,5,12,6,6,1,1,0
8,3,21,30,33,3,3,4
4,5,7,3,6,1,2,0
8,4,12,10,9,1,1,1
7,5,19,18,18,2,2,2
9,5,17,14,14,2,2,0
1,0,15,24,32,3,3,2
6,1,17,29,31,3,3,3
0,2,15,24,30,3,3,3
5,9,19,23,20,2,2,2
8,9,17,20,19,2,2,2
1,1,16,28,26,3,3,2
10,3,15,25,24,3,2,3
2,6,10,4,4,1,1,0
10,1,17,39,43,3,3,5
0,3,8,5,10,2,2,0
4,3,8,2,2,1,1,0
6,3,12,10,8,1,1,1
6,5,8,4,8,1,1,0
1,0,17,30,49,4,4,0
1,0,13,34,46,3,2,0
1,0,12,35,41,3,3,1
2,1,17,25,33,3,3,0
2,1,16,16,17,2,2,0
9,5,13,23,41,4,4,5
10,4,15,23,37,4,4,12
6,7,16,35,37,3,3,3
10,0,8,5,9,2,2,0
1,4,12,13,18,2,2,0
9,8,14,25,32,3,3,3
1,1,11,14,23,3,3,10
5,7,13,20,37,3,4,0
4,7,13,19,35,3,4,14
4,6,14,26,42,4,4,6
1,2,22,32,32,3,3,3
6,1,18,30,33,3,3,3
8,5,13,11,11,1,1,1
7,3,19,35,37,3,3,3
7,3,14,25,28,3,3,3
7,4,7,1,1,1,1,0
9,3,9,11,16,3,3,8
4,4,17,35,47,4,4,6
4,4,17,34,49,4,4,5
7,4,17,37,40,3,3,4
8,3,8,4,4,1,1,1
4,6,14,21,39,4,4,0
8,5,9,6,10,2,2,0
8,4,12,14,25,3,3,0
10,4,7,1,7,2,2,0
0,0,21,36,40,3,2,0
5,1,15,20,36,3,4,0
6,1,20,40,48,3,2,0
6,1,13,20,38,4,4,15
10,0,9,10,16,2,3,0
3,0,10,9,13,2,2,0
8,5,9,9,14,2,2,0
8,4,13,17,31,3,3,16
3,6,15,17,18,2,2,0
11,2,21,33,32,3,3,3
9,7,14,13,13,2,2,1
6,4,16,26,48,4,4,15
7,9,13,13,13,2,2,1
9,7,11,11,15,2,2,0
9,5,16,34,36,3,3,4
9,5,21,40,46,3,3,4
8,7,10,11,19,2,3,11
8,7,12,19,37,3,4,12
1,1,12,13,18,2,2,0
2,1,10,11,15,2,2,1
1,1,15,24,24,3,3,2
4,3,17,25,25,3,3,3
3,7,10,4,3,1,1,1
1,2,21,32,32,3,3,3
5,8,15,36,40,3,3,4
6,1,12,14,23,3,3,0
3,1,22,27,28,3,3,0
8,5,14,14,14,2,2,2
7,6,12,15,26,3,3,3
8,6,9,11,20,3,3,0
2,6,10,11,15,2,2,0
2,6,13,21,35,3,4,7
4,3,17,34,46,4,4,7
4,3,9,11,15,2,2,2
7,4,8,1,1,1,1,0
9,3,8,1,0,0,0,0
6,5,18,30,24,2,2,3
5,3,6,0,1,0,0,0
7,5,7,2,4,1,1,0
5,1,13,17,31,3,3,16
7,5,19,34,36,3,3,3
7,5,16,36,39,3,3,3
8,4,16,21,19,2,2,2
8,4,17,35,36,3,3,3
7,5,7,1,1,1,1,0
9,8,17,21,29,3,4,7
8,1,23,25,28,3,2,2
9,4,14,29,45,4,4,6
1,1,11,10,12,2,2,0
2,5,14,21,38,4,4,17
3,7,20,37,45,4,4,3
9,6,10,10,15,2,2,0
9,5,9,11,18,2,2,2
8,3,17,28,36,3,3,4
9,2,18,33,33,3,3,3
7,3,13,21,40,4,4,14
6,5,12,18,32,3,3,13
7,2,19,15,15,2,2,1
11,4,15,21,36,3,4,0
7,5,17,39,46,3,3,5
0,0,11,9,11,2,1,0
1,2,15,20,18,2,2,2
1,2,20,27,32,3,3,4
7,9,16,23,23,3,2,3
9,8,17,34,34,3,3,4
2,6,8,4,8,2,2,0
3,4,18,40,44,3,3,5
3,5,14,13,16,2,2,1
10,1,14,18,26,3,3,0
1,6,7,2,6,2,2,0
5,2,13,18,36,4,4,16
4,2,17,24,18,3,2,0
8,3,11,8,7,1,1,0
7,4,10,6,7,1,1,0
7,4,22,21,20,2,2,2
3,7,16,19,20,2,2,0
0,1,18,39,49,4,3,5
9,1,14,17,16,2,2,2
6,7,19,37,45,3,3,3
6,7,19,25,24,3,2,3
7,8,15,20,20,2,2,3
11,4,14,29,47,4,4,0
10,1,15,14,16,2,2,0
8,5,11,11,19,3,3,0
8,4,12,16,30,3,3,5
9,3,17,27,42,4,4,2
0,2,11,13,17,2,3,1
8,7,23,39,42,3,3,4
8,7,15,37,30,3,2,4
0,1,8,3,7,1,2,0
2,1,14,11,11,1,1,0
6,0,11,8,9,1,1,0
2,1,13,12,14,2,2,0
2,1,12,14,17,2,2,1
3,6,13,24,45,4,4,11
5,3,17,32,33,3,3,3
7,4,22,30,28,3,3,3
7,4,21,32,35,3,3,2
7,7,19,33,34,3,3,3
10,1,16,35,46,4,4,9
3,0,11,10,14,2,2,0
5,9,11,9,10,1,2,0
6,9,13,13,14,2,2,1
5,7,14,21,33,3,3,0
7,7,14,26,34,3,3,0
11,1,18,36,40,3,3,3
11,1,22,35,37,3,3,4
11,1,16,28,27,3,3,3
3,3,15,30,46,4,4,5
3,9,13,12,12,2,1,1
3,8,22,33,36,3,3,3
9,5,14,17,23,3,3,0
9,3,13,20,27,2,3,3
10,3,19,33,45,3,3,5
4,1,17,28,25,3,2,11
2,8,13,23,41,4,4,10
10,5,11,15,27,3,3,14
8,5,6,1,3,1,1,0
1,6,8,4,7,1,2,0
3,0,7,0,0,0,0,0
4,2,9,6,14,2,2,0
3,8,13,23,43,4,4,13
7,4,9,8,11,2,2,1
1,6,6,0,1,1,1,0
0,2,15,18,23,2,2,0
1,3,14,34,41,3,4,4
2,4,12,14,23,3,3,16
5,3,14,21,20,2,2,3
6,7,15,36,39,3,3,3
0,1,15,28,30,3,3,3
1,1,17,36,47,4,4,4
9,3,16,14,17,2,2,0
8,5,19,29,27,3,3,3
6,5,7,0,0,0,0,0
7,4,11,6,5,1,1,1
5,8,16,37,45,3,3,5
2,1,8,4,10,2,2,0
7,7,11,14,24,3,3,10
4,3,6,1,1,1,1,0
1,4,14,30,49,4,5,6
9,5,21,31,47,4,4,6
10,5,14,29,45,4,4,3
5,5,15,37,49,4,4,4
5,3,9,0,0,0,0,0
6,6,9,8,12,2,2,0
1,1,10,10,15,2,2,0
6,7,19,40,46,3,3,5
8,3,15,19,24,3,3,4
0,0,13,36,39,3,3,3
9,8,18,19,18,2,2,2
11,4,13,8,7,1,1,0
11,4,11,12,19,3,3,0
10,5,12,20,34,3,4,8
1,1,13,17,31,3,3,11
11,3,23,35,37,3,3,4
4,6,20,40,43,3,3,4
11,1,16,37,48,4,4,10
7,3,6,1,4,1,1,0
8,3,13,11,12,1,1,0
10,3,17,34,39,3,3,3
5,1,14,22,39,4,4,0
5,1,11,11,15,2,2,0
3,8,9,11,17,2,3,5
9,8,22,29,19,2,2,4
0,7,11,10,14,2,2,0
6,9,19,33,31,3,3,0
6,5,14,30,47,4,4,9
11,1,14,27,44,4,4,10
1,1,18,19,20,2,2,0
1,1,15,16,20,2,2,0
1,1,10,9,14,2,2,0
1,1,9,7,13,2,2,0
1,1,14,23,44,4,4,14
1,1,12,9,9,1,1,0
1,1,12,17,25,3,3,10
1,1,10,9,13,2,2,0
1,2,8,2,2,1,1,0
1,2,12,10,13,2,2,0
10,2,16,30,35,3,3,3
10,1,11,7,6,1,1,0
10,1,17,18,19,2,2,1
6,1,21,28,24,2,2,3
1,2,16,28,25,3,3,3
2,4,6,1,2,1,1,0
3,2,11,10,14,2,2,0
10,5,12,15,27,3,3,15
2,4,6,0,1,1,1,0
1,2,13,20,35,3,3,5
9,7,15,15,21,3,3,0
1,1,19,17,17,2,2,1
2,1,14,15,16,2,2,2
4,3,19,39,40,3,3,3
5,3,15,29,34,3,3,4
6,7,14,33,33,3,2,4
6,7,18,35,38,3,3,3
6,6,9,11,19,3,3,10
9,6,15,14,16,2,2,0
6,9,8,3,9,2,2,0
2,8,11,11,18,3,3,0
7,1,21,39,41,3,3,4
1,2,12,17,31,3,3,11
0,3,14,25,41,4,4,4
1,1,16,40,48,4,3,5
6,9,7,2,3,1,1,0
10,0,13,15,21,3,3,0
7,5,14,27,35,3,3,4
8,9,13,12,12,2,2,1
9,7,10,11,17,2,2,13
8,7,10,5,4,1,1,1
7,6,10,8,9,1,1,0
1,1,16,34,49,4,4,6
8,9,18,16,16,2,2,2
5,7,13,13,19,3,3,0
7,7,15,13,15,2,2,0
1,1,21,27,26,3,2,3
11,1,11,6,6,1,1,0
1,1,18,39,49,3,2,0
7,3,12,16,30,3,3,15
11,2,16,11,11,1,1,1
5,1,10,7,11,2,2,0
3,8,4,0,0,0,0,0
8,3,8,3,4,1,1,0
3,0,12,8,6,1,1,0
7,6,11,9,11,2,2,0
4,6,14,33,36,3,3,1
10,7,14,32,32,3,3,4
7,4,20,31,31,3,3,3
6,4,12,10,11,1,1,1
2,6,19,37,43,3,3,0
3,6,19,31,28,3,3,0
2,4,13,24,46,4,4,12
9,5,16,40,46,3,3,4
8,6,21,36,41,3,3,4
8,6,19,38,42,3,3,4
8,1,15,29,38,3,3,5
6,7,19,20,18,2,2,2
6,9,22,35,36,3,3,4
4,4,16,39,49,4,4,5
1,1,12,12,17,2,3,0
5,5,3,0,0,0,0,0
6,6,11,11,16,2,2,0
10,1,13,20,39,3,4,11
8,4,14,14,14,2,2,1
9,3,21,38,46,3,3,4
6,2,14,22,41,4,4,0
6,2,7,7,13,2,2,11
7,7,14,39,43,3,3,4
10,1,17,36,50,5,5,1
1,1,13,12,15,2,2,0
2,1,12,18,34,3,3,6
6,9,22,34,37,3,3,3
11,1,18,35,37,3,3,4
10,4,12,12,21,3,3,0
8,5,14,20,34,3,3,0
7,4,18,31,33,3,3,3
8,4,17,16,15,2,2,2
7,4,19,36,36,3,3,3
2,1,10,3,2,1,1,0
0,2,9,3,2,1,1,0
10,2,15,15,20,3,3,0
4,9,12,8,7,1,1,1
1,0,21,39,50,5,5,5
1,2,15,40,47,3,3,4
1,3,15,16,17,2,2,0
1,3,13,20,37,4,4,14
3,3,20,20,18,2,2,2
3,2,14,13,14,2,2,2
2,2,7,3,5,1,1,0
5,3,7,3,6,1,1,0
5,6,9,5,10,2,2,0
9,4,8,3,4,1,1,0
8,7,15,38,45,3,3,4
0,4,19,31,42,3,5,1
10,1,14,20,17,2,2,2
6,1,14,29,36,3,3,3
6,1,16,38,42,3,3,4
6,1,21,31,29,3,3,3
10,3,11,12,20,3,3,0
7,7,13,19,33,3,3,13
9,1,9,4,7,1,1,0
8,7,14,23,25,3,3,3
1,1,16,24,50,4,5,0
9,5,15,19,20,2,2,3
7,3,14,19,17,2,2,2
7,3,15,32,35,3,3,5
7,3,19,34,31,3,3,3
7,3,15,19,17,2,2,2
7,4,5,0,0,0,0,0
10,5,13,18,28,3,3,13
6,8,18,29,29,3,3,3
5,3,17,24,21,2,2,2
2,1,10,6,9,2,2,0
6,7,16,15,16,2,2,0
1,1,15,15,15,2,2,2
10,1,11,7,6,1,1,0
10,1,19,35,34,3,3,3
7,4,9,4,5,1,1,0
8,3,8,1,1,0,0,0
9,2,12,10,11,1,1,1
11,2,16,24,21,2,2,2
5,8,17,31,33,3,3,3
5,8,17,24,22,2,2,3
4,3,10,7,10,2,2,0
1,1,11,10,12,2,2,1
10,1,20,39,49,3,3,4
6,1,16,28,28,3,3,3
7,5,18,35,38,3,3,3
6,5,10,8,10,1,2,0
1,0,14,18,17,2,2,2
1,0,8,4,4,1,1,1
11,1,12,22,36,4,4,6
3,8,20,33,34,3,3,3
4,8,18,28,30,3,3,3
4,8,22,34,35,3,3,3
4,8,16,30,31,3,3,3
4,3,20,33,30,3,3,3
3,7,16,17,18,2,2,3
10,0,11,9,12,2,2,0
11,2,19,37,39,3,3,0
6,6,11,14,23,3,3,2
7,4,10,5,5,1,1,0
8,3,16,27,28,3,3,3
8,4,7,3,5,1,1,0
9,3,14,13,13,2,2,1
11,4,15,30,46,4,4,15
8,4,6,0,0,0,0,0
6,4,16,21,19,2,2,2
9,3,9,6,8,1,1,0
9,5,17,26,23,2,2,3
10,4,15,31,45,4,4,8
8,1,14,26,41,3,3,5
7,1,16,25,27,3,3,1
4,3,19,17,17,2,2,2
5,3,10,12,19,2,3,10
7,2,19,22,39,3,4,9
1,0,15,28,33,3,3,0
0,2,14,22,27,3,3,3
9,6,9,11,18,2,3,10
8,4,14,23,40,4,4,4
7,3,18,39,41,3,3,4
7,1,17,27,31,3,3,4
8,1,17,35,38,3,3,3
1,1,15,37,41,3,3,5
3,8,15,26,30,3,3,2
1,0,18,28,42,3,4,1
6,5,15,25,31,3,3,3
2,4,17,21,19,2,2,2
5,7,12,10,8,1,1,1
3,9,15,11,11,1,1,0
10,5,13,23,41,4,4,10
8,3,16,28,31,3,3,3
7,7,17,18,18,2,2,2
10,1,15,26,44,4,4,5
4,8,18,27,28,3,2,3
11,3,15,29,31,3,3,3
0,5,17,37,46,3,3,5
5,1,16,30,44,4,4,1
5,1,13,20,37,4,4,16
7,3,14,21,39,4,4,16
8,3,14,19,30,3,3,11
6,9,14,23,42,4,4,13
7,2,8,3,6,1,2,0
10,9,17,19,17,2,2,2
10,1,11,8,8,1,1,0
10,1,8,3,6,1,1,0
1,0,18,39,49,5,5,1
8,9,13,14,13,2,2,2
8,9,17,29,32,3,3,3
5,9,16,19,17,2,2,2
7,7,14,26,36,3,3,0
2,8,17,32,40,3,3,4
4,3,20,20,18,2,2,2
4,3,18,19,18,2,2,1
10,5,17,30,49,4,4,15
4,3,13,21,29,3,3,4
8,3,14,25,24,2,2,3
4,5,17,27,47,4,4,14
0,3,16,19,26,3,3,0
2,1,12,12,16,2,2,0
7,4,7,2,6,1,1,0
7,4,9,5,10,2,2,0
9,3,8,1,1,0,0,0
3,1,6,1,2,1,1,0
6,7,17,30,39,3,3,1
5,8,22,29,28,3,3,3
1,1,15,19,21,3,2,1
1,1,11,11,16,2,2,0
6,1,9,11,21,3,3,0
5,7,14,28,46,4,4,13
7,5,18,22,23,2,2,3
1,0,14,20,23,3,3,3
1,0,19,29,28,3,3,3
11,2,14,23,42,4,4,16
8,1,15,32,41,3,3,4
9,1,13,10,10,1,1,1
1,6,11,10,14,2,2,0
11,2,15,26,34,3,3,4
8,3,8,3,4,1,1,0
5,3,8,4,5,1,1,0
5,6,14,26,43,4,4,8
6,6,10,14,25,3,3,12
11,1,15,39,50,4,4,5
5,1,21,28,38,3,4,0
8,5,16,21,20,2,2,3
9,4,10,8,11,2,2,1
7,9,19,35,26,2,2,4
4,9,15,18,17,2,2,2
9,7,10,15,22,3,3,9
7,4,17,20,19,2,2,2
7,4,20,20,20,2,2,3
9,2,10,4,4,1,1,0
3,7,16,18,19,2,2,0
1,2,13,27,24,3,3,3
5,8,23,37,39,3,3,4
8,5,13,16,30,3,3,0
8,5,9,4,7,1,1,0
9,4,9,5,9,2,2,0
10,5,11,11,15,2,2,0
6,8,18,27,25,3,2,3
10,2,14,16,21,2,2,0
1,1,13,17,22,3,3,1
11,2,15,14,13,2,2,1
5,8,15,23,21,2,2,3
5,8,20,23,21,2,2,3
9,9,22,18,17,2,2,2
6,7,20,32,37,3,3,3
8,7,15,31,43,3,3,5
0,1,12,19,31,3,3,6
1,1,9,11,15,2,2,8
4,4,16,35,49,4,4,6
4,4,14,16,15,2,2,2
7,3,16,34,34,3,3,3
9,3,7,2,3,1,1,0
7,4,5,0,0,0,0,0
2,1,11,11,16,2,2,0
10,5,16,28,31,3,3,3
1,1,6,1,2,1,1,0
6,1,17,30,33,3,3,3
10,3,17,40,49,4,3,5
8,5,18,30,29,3,3,3
11,2,6,0,0,0,0,0
1,3,16,34,49,5,5,5
0,2,15,35,35,3,3,3
5,9,16,28,28,3,2,4
6,9,16,21,21,2,2,2
7,9,21,38,36,3,3,4
9,8,16,34,36,3,3,3
10,1,15,21,19,2,2,2
10,1,9,6,9,2,2,0
7,3,14,12,11,1,1,0
7,3,10,8,15,2,2,0
0,2,15,25,28,3,3,1
1,1,10,8,12,2,2,0
2,1,15,14,13,2,2,2
10,5,17,17,15,2,2,2
1,2,15,38,43,3,3,6
1,2,17,36,38,3,3,3
1,2,16,35,38,3,3,3
11,1,18,39,50,5,4,4
2,1,11,13,19,2,3,0
1,1,15,15,21,3,3,0
6,7,17,25,24,3,2,3
2,4,8,3,5,1,1,0
9,6,13,22,40,4,4,8
10,1,14,29,42,4,4,8
11,1,12,19,37,3,4,10
4,5,6,1,2,1,1,0
7,6,6,1,1,1,1,0
7,6,11,12,20,3,3,14
9,2,7,1,1,0,0,0
6,6,16,28,34,3,3,3
6,6,8,3,6,1,1,0
7,4,9,4,6,1,1,0
10,4,19,36,42,3,3,3
1,3,19,35,47,4,4,6
9,7,11,10,17,2,3,0
8,3,16,17,16,2,2,2
9,2,16,29,28,3,3,4
8,4,18,32,30,3,3,3
8,4,16,35,37,3,3,3
7,5,11,10,9,1,1,1
2,4,8,9,14,2,2,7
2,4,13,19,31,3,3,14
10,7,19,26,26,3,3,3
10,5,12,13,22,3,3,0
0,2,13,19,22,2,2,4
11,2,19,26,25,3,2,3
0,2,21,21,23,2,2,2
2,1,8,5,9,2,2,0
1,1,16,37,49,4,4,5
1,1,11,9,12,2,2,1
1,0,21,38,50,4,4,6
6,1,15,34,38,3,3,4
6,1,7,1,5,1,2,0
5,6,6,1,2,1,1,0
8,3,15,16,15,2,2,2
8,3,10,6,5,1,1,0
7,4,9,4,4,1,1,0
3,2,13,10,10,1,1,1
9,6,17,20,22,3,3,0
9,4,6,0,1,1,1,0
2,1,15,12,14,2,2,0
6,7,20,30,29,3,3,3
6,7,19,38,45,4,3,5
5,3,14,24,42,4,4,0
5,6,18,40,49,3,3,5
4,4,18,37,43,3,3,5
4,5,17,35,47,4,4,6
2,8,8,2,3,1,1,0
2,4,17,20,32,3,4,0
7,9,18,26,24,2,2,3
0,0,16,25,44,4,4,5
1,0,16,36,37,4,3,2
1,0,15,28,36,3,3,1
1,1,11,11,17,2,3,0
1,2,9,6,9,1,2,0
1,2,12,11,13,2,2,0
5,7,10,2,2,1,1,0
5,7,13,16,27,3,3,0
7,4,11,9,9,1,1,0
9,3,6,1,3,1,1,0
9,3,17,36,43,3,3,3
8,4,14,19,18,2,2,2
4,1,16,35,34,3,3,3
3,8,19,20,32,3,4,0
3,8,17,19,20,2,2,0
3,8,10,8,12,2,2,0
7,3,20,33,33,3,3,3
6,4,7,1,3,1,1,0
5,8,21,17,15,2,2,2
6,9,14,11,11,1,1,1
9,6,9,9,14,2,2,0
8,3,19,39,43,3,3,4
7,4,8,3,4,1,1,0
10,4,9,5,11,2,2,0
8,1,15,23,26,3,3,3
0,2,23,39,47,3,3,5
0,2,16,28,33,3,2,0
3,5,11,14,23,3,3,14
7,7,11,17,30,3,3,12
10,1,21,40,43,3,3,3
10,1,18,33,39,3,3,4
11,1,17,39,42,3,3,4
3,7,16,32,46,4,4,1
9,5,16,35,41,3,3,5
1,2,17,35,38,3,3,4
1,3,23,36,46,3,3,5
5,9,10,7,10,2,2,0
7,5,17,37,38,3,3,4
7,5,20,38,43,3,3,4
7,5,18,26,26,3,3,3
1,0,17,25,42,4,4,0
0,0,12,13,21,3,3,0
6,1,13,16,29,3,3,0
10,5,11,8,11,2,2,0
10,5,15,28,44,4,3,14
7,4,14,20,20,2,2,2
7,7,14,15,15,2,2,2
8,6,20,28,29,3,2,3
3,2,9,9,12,2,2,1
2,2,10,6,7,1,1,0
0,3,13,15,23,3,3,0
7,7,17,19,21,2,2,0
9,8,8,1,1,0,0,0
1,1,10,10,16,2,3,0
1,1,13,23,42,4,4,12
1,1,9,2,3,1,1,0
4,6,13,22,32,3,4,7
4,6,3,0,2,1,1,1
5,7,11,13,19,3,3,0
5,6,15,27,42,4,3,10
5,6,15,20,35,3,3,0
6,6,9,10,19,3,3,0
6,6,9,10,15,2,2,7
6,6,9,13,28,3,4,0
6,5,12,19,32,3,3,7
6,5,16,31,45,4,4,4
6,5,15,31,48,4,4,9
6,5,10,11,17,2,2,4
5,1,17,24,39,3,4,0
5,3,10,6,6,1,1,0
9,5,10,8,8,1,1,1
2,6,7,1,1,1,1,0
9,5,21,37,39,3,3,3
5,4,9,5,8,1,1,0
3,3,15,27,26,2,2,3
5,4,12,11,15,2,2,1
3,2,18,34,40,3,3,4
4,2,11,7,6,1,1,1
10,7,13,13,17,2,2,0
9,8,10,4,4,1,1,0
8,1,10,5,6,1,1,0
8,5,19,39,41,3,3,4
7,2,19,23,39,4,4,4
6,2,15,27,46,4,4,0
5,2,15,27,44,4,4,16
