alpha_width_kmeans,delta_freq_freq,u_freq_freq,g_freq_freq,r_width_kmeans,i_kmeans_width,z_width_freq,redshift_kmeans_freq
3,2,43,24,6,36,2,0
4,9,32,21,6,40,2,3
2,5,4,3,2,18,1,0
4,4,11,4,2,14,0,1
4,5,12,4,2,11,0,1
3,2,23,12,6,44,2,5
4,9,17,10,4,33,2,3
0,0,6,4,2,18,1,1
0,0,14,6,2,11,0,0
3,4,10,5,2,14,0,1
7,2,20,13,6,40,2,5
3,1,11,4,2,11,0,1
3,1,8,3,2,11,0,1
3,3,36,20,6,33,2,2
0,1,31,20,7,51,2,0
3,7,42,24,7,44,2,3
0,0,18,10,6,36,2,5
0,0,39,22,7,51,2,4
0,0,5,4,2,18,1,0
0,0,19,12,4,29,1,3
3,2,6,7,4,25,2,5
7,4,30,20,6,29,2,3
2,7,24,15,6,47,2,5
7,2,37,11,4,22,1,2
0,2,46,12,4,25,1,2
2,7,26,10,4,29,2,0
6,0,11,6,3,22,1,0
4,9,23,15,6,33,2,4
4,8,31,14,4,25,1,3
7,0,27,14,4,25,1,3
0,0,35,15,6,33,2,4
3,0,13,7,4,25,2,0
0,4,35,20,6,33,2,3
4,9,32,23,7,44,2,4
5,9,42,15,8,51,2,0
0,5,20,11,6,40,2,4
3,2,34,12,4,25,1,2
2,5,10,6,3,22,1,0
3,4,0,0,0,0,0,0
7,4,48,20,6,33,2,3
5,4,11,9,6,44,2,0
0,2,28,20,6,33,2,4
4,3,32,24,6,36,2,4
0,1,8,4,2,11,0,1
0,1,8,5,3,18,1,0
0,1,43,15,4,25,1,3
7,5,45,18,7,51,2,2
0,2,42,20,6,33,2,3
0,2,33,22,7,51,2,4
0,0,20,16,6,44,2,4
4,8,27,17,7,51,2,4
2,3,15,6,2,11,0,1
2,4,5,3,2,14,1,0
2,4,11,3,2,7,0,1
4,6,12,4,2,11,0,1
5,3,46,10,3,22,1,2
7,1,48,23,8,55,2,4
4,0,18,7,3,18,1,1
4,2,44,20,6,36,2,3
5,3,16,6,2,14,0,1
1,1,35,11,3,18,0,0
1,1,25,17,4,29,1,4
1,1,24,8,2,11,0,4
5,7,45,18,6,33,2,0
5,8,10,5,2,14,0,1
0,0,47,18,4,29,2,3
3,6,0,0,1,3,0,0
5,3,38,12,4,25,1,2
0,2,46,24,7,40,2,4
2,6,45,21,6,40,2,0
2,5,14,7,4,29,2,0
5,8,10,8,4,40,2,0
0,4,32,20,6,33,2,3
0,0,16,11,4,25,1,4
0,1,11,4,2,14,0,0
0,1,4,3,2,14,1,0
0,1,30,10,4,25,1,2
0,1,19,12,4,36,2,2
5,9,45,17,7,51,2,5
2,5,18,9,4,25,1,0
0,2,2,0,1,0,0,1
0,2,34,22,7,51,2,4
0,2,34,22,6,36,2,4
2,1,15,7,3,25,1,0
3,9,0,0,1,3,0,0
3,8,4,3,2,14,0,1
4,7,14,10,6,40,2,5
4,8,31,20,6,33,2,3
2,9,9,4,2,18,1,0
3,2,34,22,6,33,2,4
7,5,47,22,6,33,2,4
0,1,13,7,3,25,1,1
0,1,37,15,4,25,1,3
0,1,32,13,4,25,1,2
4,8,29,21,6,36,2,4
5,7,21,15,7,47,2,4
4,3,41,14,6,40,2,0
3,4,38,18,6,33,2,3
3,4,35,18,6,33,2,3
3,2,5,3,1,7,0,1
3,4,14,6,2,14,0,1
3,4,47,23,6,36,2,3
4,5,2,1,2,11,0,1
4,9,2,1,1,3,0,1
5,9,47,21,7,44,2,4
0,3,36,15,6,47,2,0
0,2,24,21,7,51,2,4
7,2,35,21,7,47,2,4
4,7,19,14,6,47,2,5
5,7,19,10,4,36,2,0
5,6,2,1,1,7,0,0
5,8,23,15,6,47,2,5
5,7,42,16,6,47,2,0
5,8,15,10,4,36,2,4
5,8,21,17,7,51,2,5
5,7,30,18,7,55,2,0
0,0,30,20,7,51,2,2
7,0,29,19,4,29,2,3
5,3,13,6,2,14,0,1
0,4,36,20,7,51,2,1
4,0,5,3,2,14,0,1
2,6,12,9,4,36,2,5
7,5,43,20,6,33,2,0
0,0,22,18,6,40,2,4
6,0,13,3,2,7,0,0
4,9,3,2,2,14,0,0
7,7,20,15,6,47,2,5
7,0,8,2,1,7,0,1
2,5,22,14,6,47,2,0
3,4,37,24,7,47,2,0
5,3,35,15,6,36,2,4
0,2,29,17,7,55,2,0
7,2,29,9,3,18,1,2
2,8,21,13,6,44,2,5
3,5,47,17,7,55,2,5
0,2,36,18,6,36,2,3
0,1,16,10,4,33,2,3
0,1,8,5,3,22,1,0
4,9,26,10,3,22,1,2
2,9,41,20,6,33,2,3
4,2,15,9,4,36,2,5
0,1,26,8,4,29,2,0
3,0,12,10,6,44,2,0
3,0,20,6,2,14,0,0
4,9,2,2,2,11,0,1
3,8,12,4,2,11,0,1
4,7,19,12,6,44,2,5
3,2,43,20,6,33,2,4
3,4,25,21,7,47,2,4
3,3,2,1,2,11,0,0
3,0,34,17,4,29,1,3
7,2,48,23,7,44,2,0
4,9,43,16,4,29,1,3
4,9,40,18,6,29,2,3
0,2,21,8,3,18,1,2
7,0,47,19,6,33,2,3
0,0,42,21,7,55,2,4
0,0,42,21,7,51,2,4
4,9,39,15,4,29,1,3
3,9,17,7,3,14,0,1
4,9,4,3,2,14,0,1
5,8,48,19,6,33,2,3
3,3,30,17,7,55,2,5
0,6,21,16,6,47,2,4
2,8,24,16,7,55,2,4
4,8,32,22,6,36,2,4
2,9,33,7,3,18,1,2
2,9,13,5,2,14,0,1
2,5,29,21,6,33,2,3
4,4,41,24,6,33,2,4
5,3,7,3,2,11,0,1
5,3,11,4,2,11,0,0
5,3,20,7,3,11,0,0
4,9,1,1,1,7,0,1
2,6,13,6,3,14,0,1
4,8,35,24,7,40,2,4
4,8,40,23,7,40,2,4
5,8,29,18,7,55,2,4
0,1,31,24,7,36,2,4
0,1,12,4,2,11,0,1
0,1,42,12,4,25,1,2
0,1,10,6,3,22,1,1
0,1,37,18,6,33,2,4
0,1,42,21,7,55,2,0
0,1,5,1,1,3,0,1
0,2,29,12,6,40,2,4
7,2,9,6,3,22,1,0
3,4,9,3,2,11,0,1
0,1,31,23,6,40,2,4
0,1,46,24,6,36,2,3
3,4,11,9,6,44,2,0
7,2,21,8,3,18,1,2
7,2,48,17,4,29,1,3
0,1,39,22,7,51,2,2
0,0,11,3,2,11,0,1
5,3,47,23,7,29,1,0
5,4,30,13,4,25,1,3
4,4,2,1,1,7,0,1
5,9,12,4,2,11,0,1
4,9,41,24,6,40,2,4
6,0,6,7,4,29,2,5
4,9,16,7,3,18,1,2
4,8,35,17,4,33,2,3
2,9,31,18,4,29,1,3
2,7,19,14,4,29,2,3
7,4,28,18,6,33,2,3
3,2,46,22,6,33,2,4
0,1,11,6,3,18,1,1
0,1,11,7,3,18,1,2
0,1,11,7,3,22,1,1
0,1,33,20,6,36,2,3
0,1,12,6,3,14,0,1
0,1,41,15,4,29,1,2
0,1,23,7,3,18,1,1
3,0,8,3,2,7,0,1
4,9,42,18,6,25,1,0
7,2,25,17,6,29,2,4
2,1,12,7,3,25,2,0
3,8,45,22,6,36,2,4
4,9,9,4,2,14,1,1
4,7,17,10,4,33,2,5
4,7,18,12,6,47,2,5
4,7,13,7,4,29,2,0
2,4,0,0,0,0,0,0
4,9,1,1,1,7,0,0
5,3,45,11,4,25,1,2
5,7,6,4,3,22,1,0
5,3,22,10,3,22,1,2
4,9,24,19,7,51,2,4
3,3,40,14,4,33,2,0
7,6,25,16,6,36,2,3
4,9,48,19,6,29,1,4
5,8,1,1,1,7,0,0
0,3,30,14,6,47,2,5
3,0,34,18,6,29,2,3
4,5,47,19,6,36,2,3
3,4,0,0,0,0,0,0
3,4,10,3,2,11,0,1
3,4,10,4,2,11,0,1
0,5,11,3,2,11,0,1
7,6,23,12,6,44,2,0
0,6,27,17,7,55,2,4
5,9,29,15,6,44,2,4
4,4,33,18,6,33,2,3
7,1,27,24,7,44,2,4
2,4,23,18,6,33,2,4
0,1,25,17,7,55,2,0
7,6,27,19,7,55,2,5
5,3,10,4,2,11,0,0
5,8,45,21,6,33,2,3
2,8,13,9,4,36,2,5
4,9,23,10,4,22,1,2
4,9,42,17,4,29,1,4
4,8,12,5,2,14,0,1
3,2,18,12,6,47,2,5
6,9,24,10,4,33,2,0
0,1,12,8,3,25,1,2
0,1,11,4,2,14,0,1
0,1,20,9,3,18,1,2
0,1,47,22,6,40,2,4
0,1,16,7,3,18,1,1
0,1,46,19,4,29,2,3
0,1,19,7,3,18,1,2
0,1,15,7,4,25,2,1
0,1,11,6,3,18,1,1
7,5,25,19,6,33,2,3
2,1,13,7,4,29,2,0
3,9,28,9,3,22,1,2
3,7,46,24,7,44,2,4
0,5,30,9,3,18,1,2
4,9,34,21,6,36,2,3
7,2,23,18,6,44,2,4
4,9,32,12,4,25,1,0
4,9,31,12,4,33,2,0
3,3,7,3,2,7,0,1
3,4,1,1,1,3,0,0
3,4,16,6,2,14,0,1
3,4,31,18,6,33,2,3
2,3,45,23,6,36,2,3
0,0,4,6,3,25,1,1
0,0,22,14,6,47,2,0
2,3,40,14,4,25,1,3
5,8,4,2,2,14,0,0
5,3,47,23,6,33,2,4
5,7,46,21,6,33,2,4
0,0,33,18,6,33,2,4
7,6,3,3,2,14,1,0
7,6,20,9,4,33,2,0
6,9,17,2,1,3,0,0
7,6,33,12,6,33,2,0
0,0,45,23,6,40,2,3
1,0,13,6,3,22,1,0
7,2,24,22,6,36,2,4
4,4,3,1,1,3,0,0
3,0,29,15,6,40,2,4
0,0,37,19,7,47,2,0
5,7,41,15,4,29,2,3
4,2,4,3,2,14,1,0
5,3,12,6,2,14,0,1
0,5,0,0,0,0,0,0
5,1,34,19,6,33,2,3
5,1,13,4,2,14,0,1
0,1,43,24,7,58,2,5
4,0,0,0,1,3,0,0
0,0,18,16,6,40,2,3
7,2,15,7,2,14,0,2
7,2,36,17,6,33,2,3
7,2,44,23,6,33,2,4
7,2,31,20,6,29,1,4
4,9,42,20,6,36,2,3
3,0,3,6,3,29,2,4
3,9,1,1,1,3,0,1
3,9,4,3,2,18,1,0
0,1,39,22,7,51,2,5
2,5,10,8,4,40,2,0
5,8,46,23,7,44,2,4
3,0,17,9,4,36,2,0
4,0,41,24,6,40,2,4
4,0,33,14,4,33,2,3
4,9,34,23,7,44,2,3
0,5,13,4,2,11,0,1
2,4,34,24,7,55,2,4
7,2,47,9,3,22,1,2
7,2,48,20,6,33,2,3
6,0,19,8,4,29,2,0
5,4,47,21,6,33,2,3
4,2,31,17,7,51,2,0
4,4,10,8,4,36,2,0
4,9,45,24,7,40,2,4
4,9,39,20,6,33,2,4
4,9,37,12,4,25,1,3
4,9,46,24,7,44,2,4
2,5,21,17,7,51,2,5
6,9,21,8,3,22,1,5
5,5,22,10,6,40,2,0
0,0,6,2,2,7,0,0
3,4,1,0,1,0,0,0
3,4,8,4,2,14,0,1
3,4,12,4,2,11,0,1
0,1,45,15,4,29,2,3
0,1,18,7,3,22,1,1
0,1,17,10,4,25,1,2
4,9,18,7,3,18,1,2
0,0,20,8,4,29,2,0
1,1,22,7,3,7,0,0
3,9,33,22,7,44,2,4
0,1,32,21,8,55,2,4
3,8,13,9,4,33,2,5
7,2,30,20,6,40,2,0
3,9,17,11,6,40,2,4
0,0,31,23,7,55,2,4
0,2,42,14,7,47,2,4
3,9,32,12,4,25,1,3
2,9,5,3,2,14,1,1
5,8,3,4,3,25,2,0
5,7,26,17,7,55,2,4
3,9,34,24,7,47,2,4
4,8,4,3,2,18,1,0
0,5,29,15,4,25,1,2
5,7,43,13,6,40,2,0
3,5,4,2,2,11,0,1
0,0,39,24,8,55,2,4
4,6,3,1,2,11,0,0
4,4,20,13,6,47,2,5
2,5,29,19,7,55,2,3
4,9,0,0,1,3,0,0
4,8,38,18,6,33,2,3
4,5,32,9,4,36,2,0
5,6,2,1,2,11,0,0
4,9,22,18,6,51,2,5
3,7,21,10,3,22,1,2
3,7,41,24,7,44,2,4
3,0,39,14,4,25,1,2
1,1,18,9,4,29,2,1
1,1,3,2,2,11,0,1
3,8,8,3,2,11,0,0
2,7,45,24,7,44,2,4
1,1,43,14,4,25,1,4
2,4,35,24,7,51,2,4
7,4,17,6,2,14,0,1
7,4,20,7,3,18,1,1
3,9,23,9,3,18,1,2
4,9,23,9,3,22,1,2
4,9,28,10,3,22,1,2
2,6,45,24,7,44,2,0
0,0,32,20,7,51,2,4
5,9,40,21,6,33,2,4
5,5,3,3,2,14,0,0
7,2,37,20,6,33,2,3
0,1,45,12,4,25,1,2
0,1,20,13,6,44,2,3
0,1,37,15,4,25,1,0
0,1,37,18,7,55,2,0
3,7,44,24,8,47,2,4
3,9,7,4,2,14,0,1
2,8,47,20,6,36,2,3
0,0,5,1,1,7,0,0
3,0,48,15,4,25,1,3
0,0,12,6,3,18,1,1
3,4,14,5,2,14,0,1
0,0,29,9,4,25,1,1
5,3,46,22,6,36,2,4
2,2,2,4,3,18,1,0
7,4,42,20,6,33,2,2
5,9,43,24,7,44,2,0
3,9,36,21,6,36,2,3
0,2,25,18,7,47,2,4
6,0,36,9,3,18,1,0
4,8,34,11,4,22,1,2
0,7,23,15,6,47,2,5
4,3,3,3,2,14,1,0
5,3,9,6,3,25,2,0
5,4,5,4,3,18,1,0
5,8,7,6,3,25,1,2
5,8,35,12,4,25,1,2
4,0,30,16,6,36,2,3
0,0,30,16,4,29,2,3
3,1,9,4,2,11,0,1
4,9,41,21,6,40,2,4
0,5,29,20,7,51,2,4
2,6,44,24,7,44,2,0
2,6,46,20,6,33,2,3
3,8,34,17,6,33,2,3
2,6,8,3,2,11,0,1
4,9,29,13,4,25,1,4
4,5,24,11,4,22,1,2
5,8,17,5,2,14,0,0
0,2,10,3,2,7,0,1
7,2,35,16,6,33,1,3
7,2,47,15,4,29,1,3
0,1,5,1,1,7,0,1
0,1,13,6,3,18,1,1
0,1,21,12,6,40,2,4
0,1,13,6,2,14,0,1
0,1,12,7,3,22,1,2
7,5,28,14,6,44,2,0
0,2,46,24,7,44,2,4
0,5,43,20,6,33,2,3
4,9,27,14,4,33,2,3
3,1,5,2,1,7,0,1
4,1,3,3,2,14,0,0
2,2,15,7,3,22,1,0
6,9,20,11,4,36,2,0
0,1,15,6,3,18,1,1
0,1,17,7,3,22,1,1
0,1,25,21,7,51,2,4
0,1,9,6,3,22,1,1
0,1,35,18,4,29,1,3
0,1,19,7,3,14,1,1
0,1,37,24,7,44,2,4
4,9,26,17,7,55,2,5
2,4,10,6,3,25,1,0
2,4,1,1,2,11,0,0
2,4,12,9,4,36,2,0
0,2,46,22,6,36,2,4
2,6,43,17,4,29,1,3
4,0,46,18,6,33,2,3
3,2,27,17,6,33,2,4
4,0,8,3,2,11,0,1
2,4,39,12,6,40,2,0
5,4,48,21,6,33,2,3
4,4,24,14,4,29,1,3
4,4,1,1,2,11,0,0
4,9,9,3,2,7,0,0
3,4,6,3,2,11,0,1
7,4,5,2,1,7,0,1
3,7,45,17,6,47,2,2
7,7,44,24,7,40,2,4
7,4,45,22,6,33,2,3
2,6,11,4,2,11,0,1
4,7,24,15,7,51,2,4
3,4,17,6,2,14,0,1
3,2,43,15,4,29,2,3
3,3,16,9,4,36,2,5
4,8,48,19,6,33,2,3
4,8,28,17,6,36,2,4
4,8,26,17,6,29,1,4
5,8,33,18,7,55,2,0
0,1,9,6,3,22,1,0
3,4,1,1,2,11,0,0
0,0,21,6,3,18,0,1
3,4,9,3,2,7,0,1
3,4,8,3,2,11,0,1
3,4,0,0,0,0,0,0
0,5,24,24,7,44,2,5
5,9,22,18,7,51,2,4
0,6,34,23,6,36,2,0
0,4,25,13,6,40,2,4
2,6,46,23,6,36,2,4
0,2,29,17,7,47,2,4
2,1,3,0,1,0,0,0
4,9,42,23,6,40,2,4
0,0,25,12,6,47,2,5
0,0,27,18,6,44,2,4
0,5,8,7,3,25,1,5
7,5,29,18,6,40,2,2
5,6,22,11,4,29,2,4
3,2,10,4,2,18,1,0
4,9,2,1,2,11,0,0
2,9,19,12,6,40,2,2
0,5,15,10,6,44,2,5
0,3,1,1,2,11,0,0
3,9,1,0,0,0,0,0
5,4,7,3,2,14,0,1
0,0,46,18,6,33,2,3
5,8,25,19,7,55,2,4
4,6,1,1,2,11,0,0
0,1,44,15,4,29,1,0
2,5,36,21,6,33,2,4
4,9,15,6,3,18,1,0
5,6,23,17,7,51,2,5
2,7,43,24,7,44,2,4
2,9,45,12,4,25,1,2
3,9,34,24,7,47,2,4
3,6,33,19,7,44,2,4
3,9,34,10,3,22,1,2
2,7,33,18,6,36,2,3
3,1,29,11,3,22,1,2
3,1,14,5,2,14,0,1
0,0,24,13,4,25,1,3
4,9,8,4,2,18,1,0
4,8,32,19,6,40,2,4
0,0,48,24,7,40,2,4
0,0,40,20,7,47,2,4
0,1,27,20,7,47,2,0
3,7,33,17,6,29,1,3
4,4,36,10,3,22,1,2
5,4,4,3,2,14,1,0
4,5,30,16,4,29,1,3
5,3,37,21,6,33,2,3
3,2,38,14,6,47,2,5
5,6,10,4,2,14,0,1
2,4,0,0,1,3,0,0
0,2,4,1,1,7,0,1
3,9,44,12,4,25,1,3
5,3,43,22,6,36,2,3
2,3,19,6,2,14,0,0
3,4,33,22,6,36,2,3
0,1,33,10,3,22,1,2
0,1,28,17,7,51,2,5
2,5,14,10,6,40,2,5
7,5,40,18,4,29,2,3
0,5,31,15,4,25,1,2
7,6,27,23,6,36,2,0
7,6,38,15,6,33,2,3
7,6,43,18,4,33,2,3
7,6,48,18,6,33,2,2
4,9,12,4,2,11,0,1
4,8,3,2,2,11,0,1
4,9,39,20,6,33,2,3
4,4,22,18,6,36,2,3
3,4,0,0,1,3,0,0
3,4,3,2,2,11,0,0
3,4,1,0,0,0,0,1
3,4,2,1,1,3,0,0
7,2,9,6,3,25,1,0
7,2,12,9,6,36,2,5
5,8,23,23,4,25,2,0
4,7,43,18,6,36,2,4
3,7,13,5,2,14,0,1
4,5,39,21,6,36,2,3
1,0,7,4,2,14,0,1
1,0,18,10,4,25,1,2
4,4,7,3,2,14,0,0
7,4,42,23,6,36,2,4
2,7,6,2,1,7,0,1
4,4,1,1,1,7,0,1
4,4,25,14,4,25,1,2
4,0,33,17,4,29,1,3
5,3,21,12,6,33,2,4
3,0,14,7,4,25,1,0
2,4,46,24,6,40,2,3
7,1,25,17,7,47,2,5
0,0,23,17,6,40,2,3
0,0,42,14,4,29,2,3
3,6,43,23,8,55,2,4
3,4,46,23,6,36,2,3
3,8,39,21,6,36,2,4
2,1,42,16,6,25,1,0
0,1,8,5,3,14,1,1
0,1,43,15,4,29,1,2
0,1,25,14,4,25,1,2
2,4,16,9,4,33,2,0
3,9,24,18,6,44,2,4
4,2,16,8,4,33,2,0
4,2,1,1,1,11,0,0
2,3,3,1,1,3,0,0
2,1,44,10,4,18,1,0
2,1,26,9,3,14,0,0
0,1,23,13,6,44,2,4
3,3,0,0,1,7,0,0
0,0,32,19,7,47,2,4
7,1,33,16,6,47,2,0
0,1,27,20,7,55,2,2
0,1,34,7,3,11,0,0
3,4,9,6,2,14,1,1
2,5,19,15,6,47,2,5
2,6,9,9,4,29,2,5
3,3,7,3,2,14,0,1
3,4,33,18,7,47,2,4
3,4,32,23,8,55,2,4
5,8,27,12,4,29,2,2
0,0,29,21,7,47,2,4
0,0,48,24,7,40,2,4
3,6,35,24,7,44,2,4
0,5,43,24,7,44,2,4
0,6,8,4,2,14,1,0
5,8,23,14,6,51,2,0
3,4,37,18,6,33,2,3
7,6,15,10,6,36,2,4
7,7,17,10,6,40,2,5
7,6,21,8,3,22,1,1
5,8,27,16,6,33,2,2
5,6,1,1,2,7,0,1
7,4,45,18,6,33,2,3
7,4,29,19,6,36,2,3
7,4,42,21,6,36,2,3
7,4,46,19,4,25,1,3
4,0,6,3,2,11,0,1
4,8,38,24,7,40,2,0
4,8,19,17,7,51,2,4
6,2,1,0,1,3,0,0
2,6,0,0,1,7,0,0
5,8,10,4,2,14,0,1
5,8,48,14,4,29,1,3
4,9,24,9,3,18,1,2
7,2,19,9,3,18,1,2
7,2,21,7,3,18,1,1
2,4,5,3,3,22,1,0
2,4,18,10,4,36,2,4
2,4,3,1,1,7,0,0
5,2,29,13,6,44,2,0
4,5,0,0,0,0,0,0
4,4,2,2,2,14,0,0
3,2,27,14,4,25,1,0
3,2,26,9,3,22,1,2
4,9,32,22,6,36,2,3
3,3,26,18,7,55,2,5
4,7,24,15,7,51,2,5
4,9,17,19,7,51,2,0
0,5,47,24,7,44,2,4
7,5,11,3,2,11,0,1
7,5,19,10,3,22,1,2
3,1,1,1,1,3,0,0
0,1,5,3,2,14,0,0
0,1,9,6,3,22,1,1
0,1,16,7,3,22,1,1
0,1,8,4,2,14,1,0
0,1,18,7,3,18,1,1
0,1,47,13,4,25,1,3
0,1,41,20,6,33,2,2
0,1,47,20,6,36,2,3
7,5,47,18,6,47,2,0
0,2,43,23,7,44,2,4
0,2,29,21,7,51,2,4
4,2,44,20,6,33,2,3
3,4,45,21,6,36,2,3
3,2,34,17,6,36,2,3
3,7,46,24,7,44,2,4
2,9,44,24,7,44,2,0
5,7,20,12,6,47,2,5
5,8,23,17,7,51,2,0
4,9,12,5,2,14,0,1
3,9,4,4,2,18,1,1
3,8,7,4,2,14,0,1
3,0,28,20,6,33,2,3
2,1,13,9,4,22,1,0
4,3,3,2,2,11,0,0
0,0,3,1,1,3,0,0
3,4,16,6,2,14,0,1
7,2,17,10,6,36,2,4
4,2,7,4,2,14,0,1
4,2,9,3,2,7,0,1
3,9,37,12,4,22,1,2
3,9,15,6,2,11,0,1
4,9,12,3,2,11,0,1
7,4,44,9,3,18,1,2
5,4,10,6,3,29,2,0
2,4,7,3,2,14,0,0
4,9,13,5,2,14,0,1
4,8,28,10,3,22,1,2
0,2,20,16,4,29,2,3
0,2,20,8,3,18,1,2
7,2,21,14,4,25,1,2
7,2,5,2,1,7,0,0
5,8,19,21,6,29,1,4
5,8,43,24,7,44,2,4
3,2,48,14,4,29,1,3
0,6,32,24,7,44,2,0
4,9,9,3,2,11,0,1
0,1,13,7,3,22,1,1
0,1,4,1,1,7,0,0
0,1,43,11,3,22,1,2
0,1,13,8,4,29,2,1
0,1,21,10,4,25,1,2
3,4,16,18,4,44,2,0
2,3,0,0,1,3,0,0
3,4,2,1,1,7,0,0
7,1,32,23,7,55,2,4
2,4,36,18,6,33,2,3
0,2,23,19,7,44,2,4
2,6,8,4,2,11,0,1
5,8,0,1,2,22,1,0
2,5,3,2,2,14,0,1
3,4,6,2,1,7,0,1
3,4,14,5,2,14,0,1
7,2,16,10,6,40,2,5
7,2,18,11,6,44,2,5
0,0,36,23,6,40,2,4
3,0,29,12,4,25,1,3
3,0,34,15,4,25,1,3
4,9,11,4,2,14,0,0
3,6,0,0,1,3,0,0
2,3,14,5,2,11,0,1
3,4,29,9,3,18,1,2
3,5,25,14,4,33,2,3
5,3,34,13,4,25,1,2
4,3,2,1,2,11,0,0
4,7,28,17,7,51,2,5
7,2,16,7,2,14,0,1
4,4,9,3,2,11,0,1
7,6,26,14,4,25,1,2
4,7,24,17,7,51,2,5
4,7,20,14,6,40,2,5
4,7,12,7,4,33,2,0
3,2,28,16,4,25,1,3
4,3,3,1,1,3,0,0
7,2,37,20,6,36,2,3
4,2,46,20,6,36,2,3
4,2,13,5,2,14,0,1
0,1,17,8,4,29,2,1
0,1,33,20,6,33,2,4
0,1,28,11,4,25,1,2
7,5,47,24,7,40,2,0
0,2,30,20,7,44,2,4
0,2,36,18,6,29,1,4
0,2,38,19,6,33,2,3
3,3,36,15,4,25,1,0
4,2,7,6,3,25,1,4
7,2,48,24,7,40,2,4
3,9,37,24,8,51,2,5
4,5,29,18,7,55,2,5
3,4,41,20,6,33,2,3
1,0,3,3,2,14,1,0
2,4,40,20,6,40,2,4
2,4,36,21,6,36,2,4
4,9,45,12,4,25,1,0
0,5,8,3,2,7,0,1
0,5,16,4,2,11,0,1
0,5,9,3,2,7,0,1
5,3,2,1,1,3,0,0
3,8,3,3,2,14,1,0
5,4,30,22,6,36,2,3
5,9,33,17,4,29,1,3
5,9,31,17,6,33,2,3
4,9,48,12,4,25,1,3
4,9,22,14,4,29,1,3
5,8,27,17,4,29,1,3
0,1,41,22,6,36,2,3
4,0,44,24,6,36,2,3
5,9,22,17,7,51,2,5
4,5,29,12,4,25,1,2
5,7,48,17,6,36,2,4
0,1,37,22,6,33,2,4
7,2,6,2,1,7,0,1
4,4,8,3,2,11,0,1
0,0,47,14,4,29,1,2
4,4,36,21,6,33,2,3
4,0,19,10,3,22,1,3
4,0,6,3,2,7,0,0
0,0,23,8,3,22,1,1
4,0,6,1,1,7,0,1
0,0,15,6,2,14,0,1
0,0,13,6,2,14,1,1
3,4,27,10,3,22,1,2
3,4,39,24,7,40,2,4
5,4,40,19,7,40,2,0
0,1,10,3,2,11,0,1
0,1,35,14,4,29,1,3
0,1,13,4,2,14,0,1
2,7,32,17,6,33,2,3
0,0,28,12,4,25,1,3
5,7,18,8,4,25,1,0
4,7,33,20,6,33,2,3
3,7,40,20,6,36,2,3
0,5,26,15,6,47,2,0
5,3,6,4,3,22,1,0
0,4,47,22,6,33,2,3
4,9,46,15,4,29,1,3
0,2,26,23,6,33,2,3
7,2,26,14,4,29,2,3
5,8,20,15,6,47,2,4
3,1,40,24,7,55,2,2
4,8,13,6,2,14,0,1
4,8,44,24,7,44,2,4
3,6,26,20,6,44,2,4
7,2,8,2,2,7,0,1
4,9,37,15,4,29,2,3
4,9,27,12,4,29,2,3
7,3,11,5,2,11,0,1
0,1,26,20,7,47,2,4
0,1,34,18,7,51,2,0
2,4,12,4,2,18,1,0
0,2,25,14,6,36,2,4
3,8,20,12,4,29,1,3
3,8,45,19,6,33,1,0
2,5,27,14,4,33,2,3
3,8,5,1,1,3,0,1
3,2,38,22,6,33,2,4
5,3,25,12,4,33,2,3
4,8,40,23,7,44,2,3
3,0,38,23,7,36,2,4
7,6,32,16,7,51,2,0
3,4,32,17,6,47,2,4
4,9,39,23,7,36,2,0
4,9,9,4,2,11,0,1
4,9,33,10,3,22,1,2
0,6,48,24,7,44,2,4
7,6,47,17,6,29,1,3
2,7,9,3,2,11,0,1
2,5,37,20,7,40,2,2
3,7,36,22,6,29,1,0
4,2,4,3,3,18,1,1
0,1,32,9,3,18,1,2
0,1,28,17,4,29,1,4
0,2,46,10,3,22,1,2
3,0,43,18,6,36,2,5
5,3,0,0,1,3,0,0
7,2,39,21,6,40,2,4
0,1,27,19,6,29,2,3
0,1,47,21,7,44,2,4
0,1,41,23,6,33,2,3
3,4,13,5,2,14,0,1
0,5,45,24,7,47,2,4
4,9,47,23,6,40,2,4
0,5,48,10,3,22,1,2
0,6,25,14,6,47,2,0
0,6,20,14,6,44,2,5
3,3,33,22,7,51,2,4
2,6,26,9,4,29,2,0
2,5,28,14,6,47,2,5
3,4,8,6,3,22,1,1
0,0,29,8,3,18,1,2
3,4,13,4,2,11,0,1
5,4,6,5,3,22,1,0
7,4,24,8,3,22,1,1
2,4,39,23,7,51,2,4
4,3,3,1,1,3,0,1
0,0,41,19,6,47,2,4
5,7,13,9,4,40,2,4
0,0,26,21,7,51,2,4
4,0,28,14,4,29,1,3
0,3,48,16,4,29,1,3
0,3,31,24,7,47,2,2
0,3,38,19,6,36,2,4
5,3,44,18,6,33,2,4
5,3,9,4,2,14,0,1
0,0,25,18,6,36,2,4
4,4,4,3,2,11,0,1
0,2,35,20,7,51,2,4
0,0,20,9,4,40,2,0
5,9,33,24,6,40,2,4
5,9,37,10,3,22,1,2
5,1,39,23,6,40,2,3
3,4,6,4,2,14,1,1
3,4,30,17,4,29,2,2
3,7,15,11,6,44,2,5
0,1,30,18,6,36,2,4
0,1,40,21,7,51,2,4
0,1,25,10,4,25,1,1
