,alpha_kmeans,delta_kmeans,u_width,g_kmeans,r_freq,i_kmeans,z_kmeans,redshift_width
40040,10,16,5,9,3,11,18,2
40041,10,11,6,6,1,7,11,1
40042,14,11,10,16,5,15,23,4
40043,14,12,8,10,3,10,15,1
40044,6,10,10,15,6,15,23,5
40045,5,8,9,16,6,15,22,5
40046,1,11,10,16,8,18,26,6
40047,8,22,13,20,9,17,25,8
40048,8,22,8,11,3,11,16,3
40049,2,4,8,14,7,19,30,15
40050,4,15,3,2,0,5,10,0
40051,4,16,4,5,2,11,19,0
40052,5,15,8,13,7,20,31,0
40053,5,14,7,10,3,11,18,1
40054,4,15,11,19,9,17,25,7
40055,5,8,5,6,1,8,14,1
40056,6,9,9,12,4,12,19,3
40057,4,14,6,9,4,13,21,0
40058,4,17,8,15,11,24,35,0
40059,4,17,6,12,7,19,29,7
40060,14,5,9,23,14,23,31,11
40061,2,4,12,22,14,26,36,0
40062,4,21,5,6,2,10,17,0
40063,15,8,7,15,10,24,34,17
40064,1,5,10,22,14,28,39,15
40065,11,10,6,11,5,16,26,11
40066,14,5,10,24,14,28,40,10
40067,9,17,12,16,6,16,24,6
40068,5,8,10,17,9,18,29,6
40069,5,6,8,13,7,20,30,0
40070,5,9,8,12,5,15,23,4
40071,0,13,9,16,8,17,25,7
40072,8,13,8,9,3,8,12,0
40073,9,20,14,17,7,16,24,6
40074,11,7,8,11,4,14,22,0
40075,12,16,7,10,4,15,24,0
40076,8,18,8,18,13,24,31,9
40077,4,17,4,2,0,2,6,0
40078,1,6,8,16,12,25,39,27
40079,5,17,8,15,7,17,26,6
40080,0,3,11,22,14,24,31,13
40081,15,11,13,19,10,19,26,5
40082,4,14,9,17,13,26,37,14
40083,4,13,9,15,9,22,35,0
40084,2,5,7,7,1,4,7,0
40085,5,18,9,16,6,16,23,5
40086,11,13,7,12,6,18,30,0
40087,15,12,11,21,13,24,39,8
40088,1,11,8,10,3,11,17,3
40089,8,22,11,18,9,18,26,6
40090,2,4,6,12,7,19,29,24
40091,2,4,7,9,4,13,21,0
40092,2,4,7,10,4,13,23,0
40093,14,5,9,15,11,24,34,10
40094,14,5,6,8,3,12,19,0
40095,14,5,9,17,13,25,37,20
40096,14,5,12,22,14,22,30,0
40097,14,5,10,16,11,21,30,16
40098,14,5,9,12,6,17,27,0
40099,10,13,13,16,7,16,24,6
40100,6,17,8,17,13,26,42,21
40101,6,17,13,20,11,20,29,0
40102,0,10,13,16,7,16,24,5
40103,0,7,9,17,8,18,27,6
40104,6,18,9,15,6,15,23,5
40105,6,18,12,22,12,21,29,7
40106,4,17,8,14,9,21,31,8
40107,9,20,11,18,10,19,27,6
40108,5,8,3,4,1,9,13,3
40109,8,15,8,12,5,16,25,0
40110,9,15,8,14,10,23,36,31
40111,9,6,12,10,3,10,15,3
40112,9,7,5,11,6,16,26,22
40113,0,1,5,7,2,9,15,2
40114,5,9,11,18,13,24,32,11
40115,5,8,7,8,2,10,16,1
40116,4,14,6,8,3,11,17,1
40117,4,20,12,19,10,19,27,6
40118,4,19,11,18,10,20,45,0
40119,6,25,13,13,4,12,18,4
40120,8,16,8,17,13,27,40,20
40121,1,5,9,15,6,15,22,0
40122,13,5,9,19,14,29,41,24
40123,6,9,7,8,3,10,16,1
40124,4,19,10,14,8,21,32,5
40125,14,12,13,22,13,23,31,8
40126,2,5,10,14,5,14,21,0
40127,2,5,8,9,2,9,15,0
40128,14,13,9,15,8,18,26,6
40129,14,5,10,21,14,27,37,9
40130,5,8,10,18,10,19,28,6
40131,7,19,13,21,11,20,28,8
40132,7,19,9,19,10,20,29,6
40133,8,19,12,18,9,18,27,6
40134,4,11,8,17,12,25,39,17
40135,1,7,6,12,7,19,30,25
40136,7,4,7,11,4,12,18,3
40137,8,4,6,7,2,8,14,2
40138,0,8,10,25,14,23,31,11
40139,14,5,6,12,7,18,29,22
40140,14,5,5,7,2,11,18,0
40141,14,5,8,16,11,22,32,8
40142,14,5,11,22,14,23,31,0
40143,4,6,8,9,3,13,24,0
40144,5,6,5,8,3,12,19,0
40145,5,8,5,7,2,11,18,1
40146,3,13,7,10,4,13,21,0
40147,4,14,11,20,14,23,31,21
40148,7,11,10,18,9,18,26,7
40149,9,16,9,17,14,27,38,26
40150,6,9,8,13,5,13,20,5
40151,15,13,8,17,14,28,45,21
40152,10,6,10,16,6,15,23,5
40153,0,1,8,9,3,11,18,0
40154,0,1,6,9,4,14,22,0
40155,0,1,4,2,0,4,8,0
40156,5,11,13,18,9,19,27,6
40157,14,12,11,22,13,23,30,6
40158,14,5,8,18,13,26,37,9
40159,14,5,11,22,14,22,31,10
40160,4,25,6,9,4,15,24,0
40161,8,14,10,17,7,17,25,6
40162,8,18,6,8,2,9,15,2
40163,8,4,13,20,10,19,28,6
40164,5,8,7,9,3,12,19,1
40165,5,8,5,6,2,9,16,0
40166,5,9,10,17,8,17,26,5
40167,6,9,9,16,6,16,24,6
40168,4,8,11,25,12,21,30,8
40169,14,5,6,7,1,9,14,0
40170,14,5,5,7,2,11,18,0
40171,13,5,7,10,4,13,21,0
40172,4,17,5,10,5,15,25,18
40173,4,17,5,7,3,12,20,0
40174,2,5,5,10,4,15,24,17
40175,2,5,6,10,5,17,26,11
40176,2,5,4,4,1,8,14,0
40177,2,5,6,8,3,12,19,0
40178,4,9,10,15,5,14,21,5
40179,15,4,10,22,14,28,40,6
40180,4,16,7,7,1,8,13,0
40181,5,21,5,8,3,11,19,1
40182,5,21,5,4,0,5,9,1
40183,4,14,5,9,5,18,30,0
40184,1,10,10,18,11,20,31,8
40185,1,10,6,6,1,6,10,1
40186,11,16,9,15,7,16,25,2
40187,8,6,4,3,0,3,6,0
40188,10,6,5,7,1,8,13,1
40189,10,6,5,7,2,10,17,1
40190,10,6,5,5,1,8,15,0
40191,10,6,4,3,0,3,6,0
40192,6,19,9,15,7,17,24,5
40193,15,6,3,2,0,5,11,0
40194,5,14,8,15,10,21,31,8
40195,6,9,6,8,2,9,15,1
40196,5,8,6,8,3,11,17,3
40197,14,6,10,19,11,20,29,7
40198,0,15,9,19,8,17,25,7
40199,14,5,10,20,14,25,34,10
40200,14,5,11,22,14,31,44,14
40201,5,9,7,9,2,10,15,2
40202,14,12,8,13,8,18,29,0
40203,6,10,11,21,14,29,42,20
40204,8,16,10,17,13,26,37,0
40205,9,14,7,8,2,9,14,2
40206,14,6,12,22,13,22,30,7
40207,2,6,8,16,12,22,35,10
40208,2,6,9,20,12,22,34,8
40209,2,6,9,19,14,26,42,10
40210,10,18,6,8,2,9,14,0
40211,5,15,6,8,2,10,16,0
40212,5,18,8,15,8,17,25,8
40213,13,4,8,15,11,24,33,10
40214,4,19,10,23,14,24,31,10
40215,15,12,10,14,5,13,21,4
40216,11,18,13,19,11,23,34,0
40217,2,4,12,16,7,15,21,0
40218,2,4,2,0,0,0,1,0
40219,6,4,13,19,10,17,25,7
40220,14,5,9,11,3,11,16,0
40221,14,5,7,13,7,20,32,14
40222,14,5,10,19,14,27,43,0
40223,14,5,5,7,2,10,17,0
40224,15,5,8,17,13,28,44,26
40225,13,5,8,14,9,22,33,0
40226,7,19,11,18,9,19,27,7
40227,15,6,8,15,11,22,34,7
40228,15,6,9,18,13,28,41,15
40229,9,15,8,15,6,16,24,4
40230,10,13,11,20,10,19,27,7
40231,10,13,10,16,6,15,23,6
40232,5,18,8,10,2,6,9,0
40233,4,15,12,27,13,23,28,10
40234,0,7,9,15,5,15,22,4
40235,9,20,11,18,13,26,37,15
40236,5,20,14,21,13,23,30,11
40237,4,16,5,6,1,8,12,1
40238,2,5,10,16,6,16,23,5
40239,7,11,13,19,10,18,28,7
40240,4,8,10,17,9,19,27,7
40241,10,17,4,5,1,8,15,0
40242,9,20,9,12,4,12,18,3
40243,9,20,5,4,0,4,7,1
40244,14,6,8,11,3,11,17,2
40245,13,6,13,19,9,18,26,6
40246,0,15,10,17,11,19,28,7
40247,6,9,11,13,7,18,30,0
40248,8,15,6,11,5,17,27,9
40249,9,15,6,12,6,18,29,15
40250,9,15,6,10,5,17,30,0
40251,9,6,8,13,4,13,20,4
40252,7,12,6,9,4,14,23,1
40253,2,5,11,21,11,20,29,7
40254,6,10,9,16,12,25,37,0
40255,14,5,11,24,14,24,45,10
40256,6,24,11,17,12,21,35,0
40257,10,21,10,17,13,26,36,16
40258,2,4,11,25,14,30,44,9
40259,6,12,10,17,10,18,26,9
40260,5,12,8,15,11,24,35,18
40261,5,15,10,17,8,18,27,5
40262,5,15,11,23,13,23,31,8
40263,5,21,8,13,7,18,29,14
40264,8,22,10,13,4,13,20,3
40265,7,9,10,17,13,28,39,0
40266,7,19,11,14,5,14,22,4
40267,10,7,5,2,0,2,6,0
40268,10,7,3,2,0,5,10,0
40269,5,8,12,22,12,20,31,7
40270,1,11,9,23,13,22,30,10
40271,14,8,7,12,6,19,28,8
40272,14,9,9,19,11,20,28,7
40273,2,5,7,10,4,14,24,0
40274,11,13,3,2,0,4,10,0
40275,1,12,10,26,14,24,31,8
40276,9,14,9,16,8,17,26,7
40277,10,15,12,19,9,21,31,4
40278,10,15,11,14,5,15,23,4
40279,1,8,7,12,6,18,29,25
40280,1,8,10,14,4,13,20,4
40281,9,13,11,19,9,19,29,6
40282,9,12,10,14,6,15,22,6
40283,5,22,8,14,9,20,31,24
40284,15,8,11,22,13,22,31,9
40285,13,4,7,12,7,19,30,27
40286,9,20,9,12,6,17,26,0
40287,15,13,9,18,13,27,36,12
40288,15,13,8,15,11,24,35,25
40289,4,12,8,17,8,17,26,6
40290,9,10,6,7,1,8,12,1
40291,14,6,8,11,3,11,17,2
40292,5,11,9,20,12,23,32,3
40293,0,10,10,19,9,18,26,6
40294,15,7,12,15,8,18,26,9
40295,10,18,6,7,1,8,13,1
40296,10,16,12,21,12,22,30,7
40297,1,12,12,19,14,22,24,14
40298,14,7,12,18,9,18,26,7
40299,14,7,13,18,10,18,28,6
40300,14,7,13,16,6,15,22,5
40301,14,7,13,18,8,18,26,5
40302,5,8,12,18,10,19,27,7
40303,15,13,9,16,9,19,29,5
40304,0,6,8,16,14,27,42,25
40305,13,6,7,7,1,7,12,0
40306,9,20,8,15,10,24,34,15
40307,14,9,9,18,7,17,25,6
40308,14,9,12,16,7,16,24,6
40309,0,9,9,18,9,17,27,7
40310,8,22,6,6,1,7,12,0
40311,14,5,11,24,14,30,38,10
40312,14,5,9,20,14,25,49,10
40313,14,5,10,21,13,26,45,9
40314,14,5,13,21,14,27,38,12
40315,15,5,10,22,14,26,39,9
40316,14,8,13,16,11,24,37,0
40317,10,17,12,15,7,17,24,6
40318,4,18,10,17,7,17,25,5
40319,14,12,6,9,2,9,15,2
40320,2,5,4,4,1,7,13,0
40321,11,18,6,12,7,18,30,21
40322,4,17,7,13,9,22,33,19
40323,4,12,5,7,3,12,20,0
40324,4,13,6,10,5,16,27,18
40325,4,13,5,10,6,21,35,0
40326,4,16,3,1,0,3,7,0
40327,4,16,7,8,1,8,14,0
40328,8,9,8,17,13,27,36,23
40329,2,4,6,8,3,11,18,0
40330,2,4,6,7,2,10,16,0
40331,2,4,7,10,4,13,21,0
40332,2,4,7,11,5,16,27,0
40333,2,4,9,15,6,15,22,0
40334,1,10,12,20,13,25,38,7
40335,6,10,9,12,4,13,19,3
40336,6,9,9,15,5,15,22,5
40337,6,10,6,12,7,21,33,4
40338,7,4,10,17,8,18,26,4
40339,6,12,10,21,14,29,38,12
40340,10,17,13,22,11,20,27,7
40341,10,17,9,18,7,16,24,7
40342,7,25,6,5,0,6,10,1
40343,5,22,11,17,7,17,27,6
40344,6,23,11,20,12,21,31,8
40345,6,10,9,11,3,11,17,3
40346,15,8,10,21,12,21,30,4
40347,0,1,5,5,1,7,11,0
40348,2,4,11,21,12,20,28,8
40349,9,21,12,19,10,20,28,7
40350,6,24,8,15,10,23,35,0
40351,8,16,11,18,11,18,25,0
40352,1,8,12,25,13,22,29,10
40353,0,1,6,10,5,16,25,33
40354,0,1,6,7,2,10,17,0
40355,0,1,3,2,0,3,7,0
40356,15,6,7,12,6,19,29,16
40357,15,6,8,16,11,25,36,16
40358,5,9,10,19,13,23,33,9
40359,2,4,10,22,14,29,41,9
40360,5,11,10,17,9,19,26,6
40361,5,11,9,18,13,25,37,10
40362,5,9,6,7,1,7,12,2
40363,5,9,6,6,1,7,11,1
40364,4,8,10,18,10,19,27,6
40365,9,18,12,21,11,21,29,7
40366,5,8,8,13,4,13,20,4
40367,14,5,9,19,13,27,43,9
40368,9,14,12,18,9,19,27,5
40369,9,14,10,19,8,18,27,5
40370,14,6,10,21,13,22,30,6
40371,2,6,5,6,1,8,14,0
40372,6,10,8,13,4,13,19,5
40373,8,22,9,12,4,12,19,4
40374,2,4,3,2,0,5,10,0
40375,11,11,10,23,11,20,29,6
40376,14,9,10,20,11,20,29,6
40377,2,5,7,10,4,14,22,0
40378,2,5,6,11,5,16,25,7
40379,2,5,6,8,3,11,17,0
40380,2,5,2,1,0,1,4,0
40381,6,19,9,14,6,16,24,6
40382,7,4,12,18,11,21,32,7
40383,14,12,9,22,12,21,29,8
40384,5,4,4,4,1,7,14,0
40385,4,17,9,18,13,28,41,12
40386,6,18,9,15,6,15,23,5
40387,8,19,10,20,11,23,31,6
40388,5,8,9,17,7,17,26,6
40389,1,6,8,11,5,16,25,0
40390,0,6,9,18,14,26,36,10
40391,5,15,7,14,9,22,34,13
40392,14,6,10,19,10,18,26,7
40393,5,8,4,4,1,7,13,0
40394,9,6,12,15,5,15,22,5
40395,9,6,10,14,5,13,20,5
40396,9,6,8,16,6,16,23,4
40397,8,16,12,21,14,22,31,0
40398,2,5,9,13,5,15,23,2
40399,2,5,11,19,10,20,29,6
40400,10,18,7,10,3,12,18,2
40401,5,18,9,17,14,28,38,32
40402,9,20,11,20,9,18,27,7
40403,9,19,12,17,7,17,25,5
40404,10,18,9,12,4,12,18,4
40405,10,18,5,9,5,16,24,4
40406,4,10,5,6,1,9,16,0
40407,4,10,5,6,3,13,22,0
40408,6,25,11,16,6,15,22,6
40409,4,20,6,7,2,8,12,1
40410,14,11,9,18,10,20,29,4
40411,13,4,5,8,4,13,22,21
40412,4,17,5,8,3,12,20,18
40413,11,14,6,8,3,11,17,1
40414,11,14,6,6,1,6,11,1
40415,6,14,9,20,14,24,34,10
40416,15,4,13,16,12,22,31,10
40417,9,13,11,19,11,20,29,6
40418,10,12,9,18,9,19,27,6
40419,10,11,11,17,8,17,24,6
40420,14,7,11,14,5,15,22,4
40421,15,12,11,19,11,20,29,6
40422,15,11,9,20,11,19,27,6
40423,2,5,6,10,5,15,25,13
40424,2,5,4,5,1,8,15,0
40425,11,13,5,8,3,12,20,0
40426,9,19,9,20,12,21,29,7
40427,0,6,8,15,12,24,39,17
40428,8,4,9,17,7,16,24,7
40429,4,9,6,8,3,10,15,0
40430,1,7,10,21,12,20,28,7
40431,1,7,10,15,5,15,22,5
40432,4,17,6,13,9,24,39,0
40433,5,17,7,12,7,20,31,9
40434,2,4,3,1,0,3,8,0
40435,7,11,12,19,9,18,26,7
40436,9,17,12,23,11,20,27,0
40437,5,21,10,16,7,17,24,5
40438,1,10,13,16,7,17,24,6
40439,9,20,12,14,5,14,21,5
40440,9,19,8,11,3,11,17,3
40441,15,7,10,21,12,21,30,7
40442,10,17,10,20,11,19,28,7
40443,0,1,5,6,2,10,17,0
40444,15,6,5,7,3,11,19,0
40445,10,17,8,13,4,13,20,4
40446,6,22,3,1,0,3,7,0
40447,10,6,7,9,3,10,16,2
40448,10,6,11,15,5,15,22,4
40449,12,21,7,13,7,18,29,2
40450,6,9,11,20,13,25,40,9
40451,14,12,8,15,7,18,27,8
40452,2,5,6,7,1,9,15,0
40453,13,5,11,19,14,28,43,0
40454,10,4,9,17,13,28,41,0
40455,10,4,8,15,11,24,34,31
40456,14,5,9,22,14,29,44,10
40457,10,13,12,18,9,18,27,5
40458,11,10,9,12,4,12,18,4
40459,14,6,9,16,7,16,23,6
40460,13,7,10,23,14,23,31,9
40461,8,4,11,19,11,19,27,7
40462,15,6,12,17,12,24,33,29
40463,10,16,8,10,3,10,15,3
40464,9,18,10,21,12,22,30,11
40465,6,17,6,7,1,8,13,1
40466,10,15,5,7,2,10,17,1
40467,14,5,9,18,14,22,42,9
40468,2,4,4,3,0,7,13,0
40469,2,4,5,5,0,6,11,0
40470,2,4,4,4,0,6,12,0
40471,0,4,9,20,14,29,40,12
40472,8,6,6,8,2,10,15,1
40473,9,6,5,5,1,6,11,1
40474,14,5,9,11,4,10,14,0
40475,14,5,10,15,6,13,18,0
40476,5,8,10,17,9,19,28,6
40477,10,4,9,18,14,28,39,26
40478,9,17,10,17,8,17,25,7
40479,7,24,6,7,1,8,12,1
40480,1,10,13,20,10,19,28,6
40481,1,10,11,16,7,17,25,6
40482,5,21,7,9,3,10,16,1
40483,5,9,10,19,10,19,28,5
40484,5,8,12,18,10,19,27,0
40485,6,14,10,18,14,24,34,10
40486,6,10,6,12,6,19,29,26
40487,6,9,5,4,0,5,9,0
40488,0,15,10,24,14,22,30,10
40489,0,15,12,24,13,21,28,8
40490,2,4,9,17,13,23,35,9
40491,11,14,9,17,8,17,25,6
40492,11,12,13,19,11,20,28,6
40493,1,13,10,24,14,22,31,8
40494,10,18,9,14,5,14,22,5
40495,6,9,12,14,5,14,21,4
40496,5,28,3,1,0,1,4,0
40497,4,21,11,17,8,19,28,6
40498,6,12,6,8,2,9,15,1
40499,5,9,6,6,0,6,10,1
40500,6,9,11,18,11,24,40,14
40501,10,14,8,13,7,19,30,0
40502,15,6,7,13,7,20,30,17
40503,10,16,12,20,11,20,29,7
40504,10,16,4,4,0,6,11,0
40505,9,17,6,7,1,7,12,2
40506,15,10,13,26,12,21,29,8
40507,5,8,12,14,5,14,21,5
40508,13,4,7,14,10,22,32,21
40509,8,15,7,9,2,9,15,2
40510,11,14,9,16,6,15,22,6
40511,2,4,7,12,7,18,28,6
40512,2,4,6,8,3,11,18,0
40513,2,4,3,1,0,2,6,0
40514,2,6,9,23,14,29,37,12
40515,1,10,14,18,8,18,26,5
40516,14,6,10,18,9,19,27,7
40517,13,6,8,10,3,10,16,3
40518,14,6,12,12,4,12,18,3
40519,14,7,5,5,0,7,12,0
40520,5,6,3,1,0,2,5,0
40521,5,15,12,21,11,20,29,7
40522,8,19,13,24,14,24,31,11
40523,0,6,9,17,13,26,34,27
40524,9,14,10,17,7,17,25,5
40525,9,14,11,16,7,17,25,6
40526,2,13,6,8,3,11,19,0
40527,6,12,7,10,2,10,15,2
40528,14,13,10,17,14,24,38,0
40529,4,10,11,21,11,19,29,7
40530,10,17,10,23,14,25,31,0
40531,5,4,6,9,4,15,24,31
40532,4,8,12,16,6,16,24,0
40533,4,7,7,12,4,12,18,2
40534,6,10,10,11,3,12,18,3
40535,4,16,6,10,4,14,23,0
40536,11,16,8,9,2,9,14,2
40537,11,14,9,12,4,13,19,3
40538,14,5,13,14,5,13,20,4
40539,14,5,8,11,3,11,17,2
40540,14,5,13,15,5,15,22,4
40541,4,17,9,14,9,22,33,32
40542,10,8,7,9,3,10,15,2
40543,10,8,6,7,2,9,15,1
40544,2,13,4,4,0,6,11,0
40545,2,15,6,7,2,11,18,0
40546,15,13,9,17,9,19,28,7
40547,8,25,10,19,10,18,27,8
40548,14,3,13,21,13,21,30,10
40549,1,7,9,15,8,17,25,4
40550,11,16,8,15,11,24,34,10
40551,11,16,10,18,10,17,24,0
40552,11,15,6,10,5,16,25,31
40553,14,9,2,1,0,3,7,0
40554,2,5,11,20,11,19,27,7
40555,13,6,11,17,12,25,37,0
40556,0,7,9,18,10,18,27,7
40557,11,12,13,15,6,15,23,5
40558,0,14,14,22,14,23,31,9
40559,6,9,5,4,0,4,8,0
40560,8,15,8,13,10,23,34,28
40561,8,15,7,14,8,22,33,14
40562,8,15,8,15,10,23,35,0
40563,8,15,8,16,12,25,35,19
40564,9,6,12,14,5,14,20,5
40565,9,6,7,10,3,11,16,3
40566,2,3,9,14,5,14,22,3
40567,0,1,5,7,2,9,15,1
40568,9,14,13,16,6,15,23,5
40569,11,15,10,17,8,18,26,6
40570,4,8,6,8,2,10,15,1
40571,4,9,7,10,4,14,21,0
40572,6,18,9,20,12,21,28,10
40573,0,13,11,19,10,18,26,8
40574,8,20,6,10,4,14,24,0
40575,9,11,4,7,3,12,20,20
40576,10,8,9,15,5,15,22,5
40577,4,8,11,20,10,19,28,6
40578,4,8,7,9,3,11,17,1
40579,6,9,7,8,2,10,16,1
40580,15,8,9,17,13,25,38,19
40581,5,9,12,22,14,28,42,9
40582,14,5,9,22,14,27,40,10
40583,14,5,10,21,14,27,40,9
40584,0,1,7,11,5,16,27,0
40585,15,6,8,15,11,24,34,0
40586,15,6,7,14,8,22,33,12
40587,15,6,8,17,12,26,38,4
40588,15,6,8,16,12,25,37,16
40589,10,17,11,16,6,16,25,3
40590,5,6,4,4,0,6,11,0
40591,10,7,5,7,2,10,17,0
40592,5,18,9,17,13,27,36,12
40593,5,19,10,19,12,23,33,7
40594,6,10,6,8,3,10,16,1
40595,5,9,5,6,1,8,14,1
40596,12,16,4,3,0,4,8,0
40597,14,6,8,16,11,25,34,19
40598,14,7,11,21,14,23,34,7
40599,1,7,8,16,8,18,26,7
40600,4,17,9,17,12,23,35,20
40601,4,17,7,12,6,18,28,9
40602,14,8,7,12,6,18,27,9
40603,11,12,3,3,0,7,13,0
40604,4,11,9,17,14,28,38,27
40605,9,17,11,19,13,23,31,10
40606,10,19,12,19,11,16,21,0
40607,1,7,7,8,2,10,16,0
40608,5,10,10,18,13,23,33,8
40609,5,11,10,18,11,20,27,8
40610,1,10,10,18,12,24,35,6
40611,6,9,13,15,6,15,22,5
40612,5,15,10,13,5,13,23,0
40613,2,5,1,0,0,0,2,0
40614,2,5,12,17,8,15,20,0
40615,11,13,5,7,2,10,17,0
40616,8,22,6,9,2,9,15,2
40617,14,5,7,12,6,19,31,17
40618,13,5,13,17,11,22,33,0
40619,13,5,12,18,13,25,38,0
40620,14,5,6,8,3,11,18,0
40621,5,15,9,16,8,18,28,6
40622,9,13,9,18,9,19,29,5
40623,11,12,11,20,11,20,29,7
40624,11,11,12,19,9,19,27,6
40625,1,8,8,14,9,22,32,29
40626,1,8,7,14,8,21,33,15
40627,1,8,8,16,13,25,39,24
40628,1,8,6,12,6,17,29,16
40629,5,9,11,22,12,20,31,7
40630,2,5,7,13,8,21,32,10
40631,2,5,7,7,1,9,14,0
40632,2,5,11,18,9,16,22,0
40633,5,18,9,16,7,17,27,6
40634,14,5,9,20,13,22,30,9
40635,1,8,8,17,7,16,23,5
40636,15,6,8,17,14,26,38,23
40637,15,13,7,12,6,17,29,0
40638,9,18,10,20,13,22,31,7
40639,0,6,9,20,14,28,42,20
40640,5,6,6,10,5,16,26,0
40641,5,14,5,7,2,11,17,1
40642,10,16,9,19,10,19,27,7
40643,1,8,6,12,6,19,30,8
40644,1,8,8,16,12,24,36,10
40645,2,6,10,21,14,26,40,9
40646,0,6,9,20,14,30,39,10
40647,0,6,10,19,14,27,43,12
40648,6,22,8,15,11,25,34,30
40649,2,4,9,17,7,15,21,0
40650,2,4,5,6,2,10,17,0
40651,9,17,9,21,11,20,26,8
40652,2,14,5,7,2,10,17,0
40653,13,6,12,21,11,20,28,7
40654,15,12,14,22,12,20,26,10
40655,6,14,9,21,13,23,33,10
40656,6,10,5,10,5,16,25,23
40657,14,6,8,16,12,25,39,14
40658,4,13,7,14,8,21,33,16
40659,4,8,6,8,3,10,15,1
40660,10,18,6,7,2,9,14,1
40661,9,19,11,21,11,21,29,7
40662,14,13,7,12,8,20,32,8
40663,15,13,13,12,4,12,18,3
40664,14,6,11,19,11,20,29,10
40665,0,15,9,19,10,19,28,7
40666,5,11,10,20,13,30,46,9
40667,8,11,7,13,7,21,31,31
40668,8,11,5,8,3,12,21,0
40669,8,11,7,13,9,21,32,20
40670,9,7,10,13,5,12,17,0
40671,10,20,8,16,11,24,38,15
40672,14,5,7,14,9,22,31,10
40673,14,5,10,20,14,29,48,14
40674,14,5,9,19,14,28,39,22
40675,14,5,9,16,11,23,34,0
40676,9,15,11,18,8,18,26,6
40677,15,12,9,23,13,22,30,7
40678,9,19,12,17,9,18,26,7
40679,10,9,3,2,0,5,10,0
40680,8,4,12,20,11,19,27,8
40681,1,10,12,21,13,25,34,5
40682,10,13,6,6,1,7,11,1
40683,10,12,12,21,9,18,25,6
40684,9,14,6,8,3,11,17,1
40685,5,19,9,16,13,26,41,29
40686,4,8,9,14,6,15,21,0
40687,5,9,7,8,2,10,15,1
40688,14,13,12,16,6,16,24,4
40689,2,5,4,4,0,6,12,0
40690,2,5,6,9,4,13,21,0
40691,1,7,7,10,3,10,16,3
40692,0,2,10,16,10,21,31,2
40693,8,22,11,23,13,22,30,9
40694,2,4,7,13,8,21,32,26
40695,2,4,7,12,7,20,30,27
40696,14,9,13,14,5,14,21,4
40697,15,13,9,16,11,23,35,0
40698,9,20,10,17,12,24,33,26
40699,10,15,7,14,10,23,35,13
40700,5,21,11,14,8,18,27,7
40701,9,15,9,19,12,20,29,6
40702,9,15,10,17,7,17,25,5
40703,7,19,12,22,13,23,31,8
40704,1,6,8,17,13,24,37,22
40705,15,6,8,17,13,26,37,21
40706,8,6,3,1,0,2,6,0
40707,9,6,6,5,0,5,9,1
40708,6,12,9,17,10,19,27,9
40709,15,4,12,22,14,28,40,11
40710,10,17,11,15,6,16,24,6
40711,10,18,7,9,3,10,17,1
40712,10,18,4,2,0,2,5,0
40713,15,5,8,18,13,26,41,24
40714,14,7,9,15,6,16,25,3
40715,14,13,11,24,14,27,25,0
40716,14,13,11,23,14,25,25,0
40717,14,5,11,15,6,16,24,0
40718,14,5,9,15,8,20,30,0
40719,15,5,7,10,4,14,23,0
40720,2,5,4,2,0,1,3,0
40721,5,6,3,1,0,2,4,0
40722,5,15,12,19,9,19,27,6
40723,5,14,9,15,6,16,23,6
40724,8,7,9,17,8,18,27,6
40725,14,7,13,17,7,17,25,5
40726,15,12,13,17,8,17,26,6
40727,2,5,3,1,0,2,5,0
40728,4,8,9,18,10,19,28,6
40729,5,21,6,6,1,8,14,0
40730,8,19,5,7,2,8,14,1
40731,5,18,13,25,14,23,31,0
40732,5,19,9,19,12,23,31,4
40733,8,18,8,11,3,11,17,3
40734,7,24,10,15,6,15,22,0
40735,4,19,10,18,11,20,27,0
40736,14,12,9,15,6,15,22,3
40737,14,12,14,14,5,14,21,5
40738,14,5,7,15,9,19,27,10
40739,9,17,14,18,12,21,27,9
40740,14,9,13,18,7,17,25,6
40741,8,22,11,20,11,20,29,6
40742,8,22,9,16,7,16,24,5
40743,2,4,5,6,1,8,15,0
40744,0,6,13,24,14,23,31,8
40745,5,22,10,16,10,23,34,0
40746,6,16,9,17,14,28,40,8
40747,4,15,4,5,1,10,17,0
40748,11,9,10,20,11,20,29,8
40749,9,13,11,12,4,12,19,4
40750,14,6,10,18,9,18,27,6
40751,13,6,12,20,10,19,28,6
40752,7,4,8,15,6,15,22,0
40753,7,4,6,7,1,8,13,1
40754,9,18,10,24,14,24,31,10
40755,9,6,12,15,6,14,23,6
40756,6,10,9,20,14,28,46,9
40757,7,11,7,12,5,15,23,8
40758,14,13,9,18,14,28,41,0
40759,14,13,11,24,14,28,26,0
40760,14,13,11,24,14,27,24,0
40761,0,6,9,15,12,27,37,0
40762,5,15,7,12,7,20,33,0
40763,4,13,6,9,4,14,24,0
40764,0,15,10,18,8,17,25,6
40765,6,12,9,19,14,24,34,10
40766,8,11,7,13,8,21,33,0
40767,10,23,5,7,3,11,19,0
40768,8,25,5,6,1,8,14,0
40769,9,3,13,20,9,17,26,7
40770,14,5,4,4,0,7,13,0
40771,14,5,8,12,5,16,25,0
40772,13,5,11,17,12,25,36,0
40773,13,5,11,20,13,26,37,6
