,alpha_kmeans,delta_kmeans,u_kmeans,g_kmeans,r_kmeans,i_kmeans,z_kmeans,redshift_kmeans
40866,5,7,8,10,11,9,7,3
40867,9,5,8,12,14,15,12,0
40868,6,8,5,8,10,10,9,5
40869,7,6,12,17,16,12,9,4
40870,6,6,10,9,8,7,5,0
40871,6,6,7,10,12,11,9,4
40872,9,4,5,4,3,2,2,1
40873,9,4,10,10,8,7,5,2
40874,3,3,3,2,2,1,1,1
40875,9,4,10,10,10,9,7,2
40876,5,6,12,16,16,12,9,0
40877,0,0,3,4,6,6,5,0
40878,0,0,4,7,9,8,7,8
40879,6,6,14,14,13,10,8,4
40880,0,0,8,13,13,11,10,4
40881,8,3,6,7,6,5,3,2
40882,8,3,12,9,8,6,5,2
40883,4,8,6,9,12,12,9,8
40884,4,4,11,14,16,14,11,4
40885,1,1,11,15,14,11,9,2
40886,7,4,2,3,4,4,4,0
40887,2,3,5,7,10,9,8,4
40888,2,3,4,7,10,8,8,8
40889,2,3,3,6,8,7,6,8
40890,6,6,8,16,17,13,9,5
40891,4,7,15,16,16,12,9,6
40892,4,7,12,15,14,12,9,3
40893,5,7,15,12,12,9,7,3
40894,8,1,7,10,13,12,11,8
40895,3,3,12,15,11,9,7,3
40896,6,4,12,13,13,10,8,4
40897,8,2,9,8,7,5,4,0
40898,6,5,5,5,5,3,3,1
40899,6,3,8,11,14,14,11,8
40900,3,1,9,7,7,5,4,0
40901,6,6,7,7,6,5,4,2
40902,6,9,8,7,7,5,4,2
40903,6,6,12,10,13,13,10,0
40904,6,6,10,9,8,5,4,0
40905,5,3,7,8,9,9,8,11
40906,6,1,8,11,15,14,11,0
40907,6,1,3,5,7,7,7,0
40908,0,2,13,9,8,6,5,2
40909,7,3,3,4,5,4,3,1
40910,2,4,13,12,11,8,6,4
40911,8,3,10,10,9,7,6,2
40912,2,4,9,15,18,15,12,5
40913,6,5,10,12,11,9,7,3
40914,7,4,4,7,9,9,7,5
40915,8,1,7,11,14,13,11,5
40916,8,1,4,4,4,3,3,0
40917,8,1,11,13,16,15,12,5
40918,8,1,2,3,4,3,3,0
40919,9,1,6,10,12,12,10,5
40920,1,1,9,12,11,9,7,3
40921,6,7,9,12,11,8,7,3
40922,7,6,9,14,14,11,8,5
40923,7,6,8,10,10,7,6,3
40924,6,2,14,12,11,9,7,3
40925,9,4,15,16,14,11,8,4
40926,6,2,7,9,12,12,9,10
40927,4,3,7,9,12,10,11,7
40928,4,3,3,4,5,4,3,0
40929,6,5,8,12,15,14,11,0
40930,0,0,9,15,15,14,13,6
40931,6,5,10,9,10,8,7,3
40932,6,9,4,7,9,8,8,1
40933,6,9,3,6,8,7,7,8
40934,7,2,4,7,9,8,7,8
40935,9,4,8,10,9,7,5,3
40936,1,1,11,14,15,11,9,4
40937,1,1,12,11,10,7,5,0
40938,7,5,14,14,14,10,8,0
40939,6,8,3,6,8,7,6,8
40940,4,7,8,13,12,10,8,3
40941,1,1,4,7,8,8,7,6
40942,8,1,4,3,3,2,2,0
40943,8,1,4,5,6,5,4,0
40944,8,1,1,1,2,1,1,0
40945,8,1,4,4,5,4,3,0
40946,8,1,5,8,11,10,9,9
40947,5,8,6,6,5,4,3,1
40948,1,1,7,5,4,1,0,0
40949,7,7,10,9,8,6,5,2
40950,4,3,12,11,13,10,9,0
40951,8,6,3,1,1,0,0,0
40952,1,1,11,15,18,15,13,4
40953,3,6,8,11,15,13,11,8
40954,0,3,14,9,8,6,5,2
40955,2,2,14,11,11,9,7,3
40956,3,2,12,15,13,11,9,3
40957,6,1,9,11,15,14,12,0
40958,1,5,1,1,1,1,1,0
40959,2,6,8,12,14,14,11,5
40960,6,4,13,14,13,10,8,3
40961,0,0,14,10,9,7,6,0
40962,2,5,13,11,10,8,6,3
40963,6,6,12,11,10,8,6,3
40964,5,3,7,10,13,13,11,10
40965,6,6,14,15,15,12,9,5
40966,6,9,4,4,4,3,2,0
40967,8,4,7,9,15,14,8,3
40968,6,1,4,6,7,7,6,0
40969,0,5,8,12,12,10,7,4
40970,0,3,14,13,12,10,8,3
40971,3,9,4,5,5,4,3,1
40972,5,1,10,12,11,9,8,3
40973,5,1,2,1,0,0,0,0
40974,6,1,0,1,2,1,1,1
40975,6,1,3,3,2,1,1,1
40976,6,1,0,0,1,0,0,0
40977,2,6,8,12,15,14,11,8
40978,6,3,7,9,13,12,11,0
40979,2,3,5,6,7,7,6,0
40980,6,6,15,17,16,13,9,5
40981,3,4,8,11,15,14,12,6
40982,8,3,7,8,7,5,4,2
40983,8,3,15,13,12,10,8,4
40984,2,1,5,5,5,4,4,0
40985,2,1,4,4,6,5,4,0
40986,9,4,6,10,12,12,10,7
40987,3,5,4,4,5,4,3,1
40988,3,3,7,9,11,10,9,11
40989,1,1,6,7,9,8,7,0
40990,1,1,8,9,9,8,7,0
40991,7,6,3,3,2,2,1,1
40992,7,6,12,9,8,6,5,1
40993,6,5,10,17,15,12,9,4
40994,8,1,9,16,16,13,9,3
40995,6,3,12,11,11,8,6,3
40996,9,3,8,10,9,7,5,2
40997,2,3,11,14,16,14,12,1
40998,8,1,7,7,5,2,1,0
40999,9,1,4,5,6,6,5,0
41000,8,1,7,10,12,12,11,7
41001,6,8,6,10,13,12,10,8
41002,6,8,7,10,14,13,11,8
41003,6,8,7,8,9,9,8,0
41004,4,9,13,12,10,8,7,3
41005,4,9,11,11,11,9,8,4
41006,7,5,6,6,5,4,3,1
41007,7,3,7,9,11,10,8,1
41008,6,4,9,14,13,10,8,3
41009,4,3,5,5,4,3,2,1
41010,4,3,8,10,10,8,7,3
41011,4,3,4,5,4,3,2,1
41012,4,3,6,5,4,3,2,0
41013,8,3,10,14,12,10,8,3
41014,6,6,8,9,12,11,9,0
41015,0,0,3,3,4,3,3,0
41016,6,5,11,15,15,12,9,0
41017,8,1,9,11,14,14,13,4
41018,8,1,12,13,17,15,12,6
41019,9,2,14,16,16,13,9,5
41020,2,4,1,1,2,2,1,0
41021,2,6,4,5,6,6,5,0
41022,5,8,10,12,11,8,7,3
41023,9,4,8,11,13,12,10,3
41024,3,3,13,13,13,10,8,3
41025,3,1,2,3,4,4,4,0
41026,5,4,7,6,6,4,3,1
41027,3,3,6,9,12,13,10,10
41028,1,1,13,11,10,8,6,0
41029,3,7,13,13,12,9,7,4
41030,8,2,10,9,11,11,9,0
41031,3,6,7,10,14,13,11,8
41032,0,3,10,15,13,9,6,4
41033,7,3,5,6,8,7,6,0
41034,3,4,6,8,11,11,9,5
41035,7,5,10,10,11,11,9,0
41036,9,5,10,10,13,12,10,0
41037,8,3,10,12,12,9,7,3
41038,3,8,3,2,1,1,0,1
41039,7,8,4,3,2,2,1,1
41040,6,6,10,14,15,12,9,0
41041,5,7,7,10,13,12,10,0
41042,7,4,3,4,4,3,2,1
41043,4,3,11,12,11,9,7,3
41044,4,3,9,15,15,15,10,5
41045,6,7,3,4,5,4,3,0
41046,3,3,10,11,10,8,6,3
41047,3,3,8,13,14,11,9,6
41048,5,2,6,5,5,4,3,1
41049,8,2,1,1,1,1,1,0
41050,6,8,7,12,15,14,10,6
41051,6,7,3,4,5,5,4,0
41052,8,1,9,11,14,13,11,9
41053,8,1,2,1,1,1,1,0
41054,1,5,2,3,4,4,3,0
41055,1,5,5,7,8,8,7,0
41056,6,8,9,10,12,12,10,0
41057,7,9,2,1,2,1,1,0
41058,5,1,2,3,4,4,3,0
41059,6,1,9,10,10,8,6,3
41060,6,1,9,16,14,10,8,4
41061,3,8,10,12,11,9,7,3
41062,3,8,10,11,12,10,8,1
41063,3,8,8,12,13,10,8,5
41064,1,1,10,15,17,15,12,5
41065,4,3,9,15,12,8,5,0
41066,1,1,2,2,2,2,2,0
41067,3,8,13,13,13,10,8,4
41068,7,7,6,9,12,12,10,8
41069,7,7,11,15,16,12,9,0
41070,3,2,3,3,3,2,2,1
41071,0,0,14,10,13,13,10,0
41072,0,2,11,16,17,12,9,0
41073,8,6,4,4,5,4,3,0
41074,2,4,5,4,4,3,2,0
41075,1,3,9,9,8,6,4,0
41076,1,4,2,2,3,3,2,0
41077,0,3,10,13,15,12,11,3
41078,0,3,13,10,10,8,6,3
41079,6,7,5,5,5,4,3,1
41080,3,3,7,6,5,4,3,1
41081,1,1,8,9,10,10,8,0
41082,1,1,2,2,3,3,2,0
41083,1,1,0,0,2,2,3,0
41084,0,5,10,8,7,5,4,2
41085,3,3,9,14,18,14,13,5
41086,5,3,8,9,11,11,9,0
41087,5,3,5,7,8,8,7,0
41088,4,3,10,12,11,9,7,3
41089,6,6,4,5,6,4,3,1
41090,6,5,11,11,10,8,6,3
41091,5,5,9,10,9,7,6,3
41092,9,1,9,12,16,15,12,8
41093,8,1,9,12,15,12,9,0
41094,3,8,2,3,4,3,3,0
41095,5,9,7,7,6,5,3,1
41096,6,6,6,7,10,10,9,0
41097,6,6,8,11,14,14,11,6
41098,5,7,8,9,10,9,8,0
41099,5,7,13,12,15,15,11,0
41100,9,5,13,12,16,16,12,11
41101,3,1,11,13,12,10,9,2
41102,4,3,10,14,16,15,12,5
41103,4,3,10,12,14,12,11,5
41104,6,7,10,12,15,14,11,5
41105,5,1,4,3,3,2,1,1
41106,5,1,4,4,4,3,3,1
41107,5,1,2,3,4,3,2,1
41108,6,1,5,5,6,4,3,1
41109,4,1,3,4,4,3,2,1
41110,5,1,5,5,5,4,2,1
41111,6,1,5,4,4,3,2,1
41112,6,1,13,13,13,10,8,4
41113,5,7,10,14,16,12,9,6
41114,8,1,3,5,6,6,5,0
41115,8,1,6,8,11,11,9,10
41116,9,1,13,15,15,12,10,0
41117,9,4,5,5,4,3,2,1
41118,8,4,14,9,8,6,5,2
41119,1,1,8,7,6,3,2,0
41120,1,1,7,9,11,9,9,8
41121,9,2,10,14,14,11,8,4
41122,0,5,4,4,3,2,1,1
41123,8,3,6,6,5,4,3,1
41124,8,3,7,12,11,9,7,3
41125,9,2,7,10,11,9,7,4
41126,9,2,8,12,11,9,7,3
41127,0,3,13,13,15,15,13,1
41128,3,1,6,8,9,9,8,0
41129,6,4,4,4,3,3,2,1
41130,2,6,1,0,1,0,0,0
41131,3,8,11,14,14,11,8,5
41132,2,3,8,10,9,7,5,2
41133,2,4,8,13,15,12,9,3
41134,1,1,1,1,2,1,1,0
41135,4,7,9,13,12,10,8,3
41136,2,4,14,17,18,11,6,0
41137,9,1,7,8,9,9,8,0
41138,2,4,6,10,13,12,10,8
41139,5,1,5,4,4,3,2,1
41140,6,1,3,3,3,2,2,1
41141,7,1,3,4,4,3,2,1
41142,6,1,6,6,6,4,3,2
41143,9,4,7,9,11,11,10,0
41144,9,4,7,10,13,12,10,7
41145,9,4,7,11,15,13,10,9
41146,6,6,14,12,11,8,7,4
41147,3,4,10,13,15,14,10,4
41148,6,8,6,6,6,5,3,1
41149,9,2,9,13,13,10,9,4
41150,8,1,7,10,13,13,10,6
41151,9,1,4,7,9,8,7,8
41152,3,3,9,16,14,10,10,3
41153,6,5,12,16,14,12,9,4
41154,7,6,14,17,14,11,8,4
41155,3,3,13,17,15,11,8,2
41156,7,6,9,10,9,7,5,3
41157,3,3,5,7,9,8,7,0
41158,9,1,7,10,13,13,11,0
41159,9,1,5,8,10,10,9,7
41160,1,1,6,9,11,11,9,6
41161,1,1,8,7,6,3,2,0
41162,1,1,5,4,2,0,0,0
41163,9,2,7,8,7,6,4,2
41164,3,2,9,13,13,10,7,3
41165,4,9,13,14,13,10,9,4
41166,7,7,13,13,14,10,7,0
41167,2,8,10,12,11,9,7,3
41168,2,7,13,13,16,11,9,5
41169,3,2,14,7,7,5,4,2
41170,3,6,5,5,5,4,3,1
41171,5,5,8,11,10,7,6,4
41172,7,5,13,12,11,9,7,3
41173,9,4,8,10,12,12,10,0
41174,8,1,8,12,15,14,11,7
41175,3,3,14,11,10,8,6,3
41176,8,1,6,9,11,11,10,7
41177,8,1,12,14,16,14,12,9
41178,9,1,8,12,15,14,12,8
41179,8,1,7,11,15,14,12,7
41180,2,3,8,11,14,14,11,7
41181,6,7,7,11,15,14,12,9
41182,1,1,6,6,7,6,5,0
41183,1,1,6,8,9,8,7,0
41184,3,4,1,1,3,3,3,0
41185,1,1,1,0,1,0,0,0
41186,8,1,5,5,4,3,2,1
41187,6,3,12,13,12,9,8,3
41188,6,6,9,15,14,10,8,5
41189,9,1,8,13,15,15,12,6
41190,4,3,11,10,9,7,6,2
41191,4,9,11,11,11,9,8,3
41192,5,7,8,13,16,15,11,7
41193,4,7,11,13,14,12,9,3
41194,7,6,2,4,5,5,4,0
41195,5,2,7,10,14,14,11,11
41196,5,2,10,11,14,13,10,4
41197,6,1,3,3,3,3,2,1
41198,5,1,14,11,10,8,7,3
41199,8,3,11,13,12,10,9,3
41200,5,3,2,4,6,6,5,8
41201,3,2,13,9,8,6,4,2
41202,7,4,8,7,6,5,3,2
41203,7,4,14,10,9,7,5,3
41204,6,1,6,5,5,4,3,1
41205,7,1,2,2,1,1,1,1
41206,8,4,13,15,15,11,8,0
41207,0,3,10,15,16,14,12,6
41208,6,7,11,12,13,10,8,4
41209,5,7,7,9,11,11,10,1
41210,6,7,11,9,10,8,7,0
41211,8,1,11,15,16,15,12,9
41212,8,1,7,8,10,10,10,0
41213,8,1,5,5,5,5,4,0
41214,8,1,12,12,12,11,9,3
41215,8,1,4,5,6,5,4,0
41216,8,1,7,8,10,10,8,0
41217,8,1,6,10,13,12,11,4
41218,9,1,8,12,15,14,11,0
41219,8,1,4,5,7,6,5,0
41220,9,1,6,9,12,12,10,11
41221,0,2,8,11,15,14,12,7
41222,6,2,6,9,11,10,9,8
41223,6,6,13,15,14,11,8,4
41224,7,8,8,11,12,9,8,3
41225,7,8,14,13,13,11,8,3
41226,4,3,5,5,4,3,2,1
41227,4,3,12,12,11,9,7,2
41228,1,4,2,2,2,2,1,0
41229,7,1,11,9,10,9,9,0
41230,8,2,0,1,2,2,1,0
41231,6,8,10,12,15,15,11,0
41232,6,7,5,4,4,3,3,0
41233,1,1,13,9,9,8,6,2
41234,3,7,14,16,16,12,9,0
41235,4,3,14,12,10,7,6,4
41236,7,7,10,13,16,13,11,4
41237,3,8,12,16,15,11,8,4
41238,8,3,11,11,10,8,6,3
41239,7,4,5,5,4,3,3,1
41240,6,5,6,6,6,4,3,1
41241,6,5,4,4,4,3,2,1
41242,7,4,5,5,5,4,3,1
41243,2,2,10,10,9,7,6,2
41244,3,2,6,5,5,4,3,1
41245,6,7,8,10,10,8,7,3
41246,4,9,15,11,10,7,6,3
41247,4,9,5,4,3,2,1,1
41248,4,9,4,4,5,5,4,0
41249,4,9,9,14,13,10,7,5
41250,8,0,2,2,3,3,2,0
41251,6,6,5,3,3,2,2,0
41252,3,1,14,13,15,14,12,0
41253,8,3,15,11,10,8,6,3
41254,3,2,3,4,6,5,4,0
41255,1,1,11,10,9,6,5,0
41256,4,8,12,15,13,11,9,3
41257,2,3,12,14,14,11,13,0
41258,0,1,8,12,15,14,11,8
41259,3,4,7,9,12,11,10,0
41260,3,5,3,3,4,3,2,1
41261,6,6,8,8,7,6,4,2
41262,6,7,11,17,16,13,9,5
41263,8,2,5,5,5,5,4,0
41264,8,2,3,6,8,7,6,8
41265,6,7,11,10,12,11,10,0
41266,1,4,5,5,5,4,3,0
41267,4,3,12,11,10,8,6,3
41268,4,9,3,4,5,4,4,0
41269,6,6,10,12,11,9,7,2
41270,6,6,8,10,9,7,6,3
41271,9,1,8,12,15,14,12,7
41272,9,1,12,10,10,8,7,2
41273,9,1,13,11,11,8,5,0
41274,8,1,4,5,7,7,6,0
41275,8,1,6,8,9,8,7,0
41276,8,1,11,12,12,7,4,0
41277,8,1,10,13,15,14,11,3
41278,6,5,10,10,9,7,6,3
41279,6,7,3,4,4,3,3,1
41280,7,6,4,5,5,4,4,1
41281,6,9,5,4,4,3,2,1
41282,6,7,5,5,5,4,3,0
41283,7,5,9,13,12,9,7,4
41284,4,3,5,6,6,4,3,1
41285,4,3,7,10,9,7,5,3
41286,4,3,11,12,11,8,7,4
41287,1,5,7,9,10,9,8,0
41288,1,5,5,5,5,4,3,0
41289,4,3,4,6,8,7,6,0
41290,4,3,12,11,12,12,11,0
41291,6,3,4,4,3,2,2,1
41292,6,8,10,13,17,14,12,9
41293,6,7,4,3,2,2,1,0
41294,1,1,9,9,9,8,6,1
41295,1,1,10,10,9,7,5,2
41296,1,1,7,7,8,8,7,0
41297,1,1,11,13,10,8,6,2
41298,4,3,13,11,10,8,6,3
41299,3,2,9,11,10,8,6,3
41300,3,8,10,8,7,6,4,2
41301,3,8,13,13,11,9,7,3
41302,6,3,9,9,9,8,7,0
41303,2,3,3,4,6,5,5,0
41304,1,1,5,6,7,6,5,0
41305,1,1,12,13,12,7,5,0
41306,1,1,12,11,10,8,6,0
41307,1,1,1,1,2,1,1,0
41308,9,2,14,15,14,11,8,4
41309,2,3,9,9,8,6,5,2
41310,1,1,7,8,9,8,7,0
41311,5,1,13,12,11,9,7,3
41312,4,4,8,9,10,8,6,3
41313,8,1,7,10,13,12,10,5
41314,0,1,7,11,13,13,10,7
41315,7,6,4,2,3,2,1,0
41316,6,1,2,3,4,3,3,0
41317,7,1,8,7,6,5,4,1
41318,4,1,2,3,3,2,2,0
41319,5,1,9,10,10,8,6,3
41320,6,1,12,7,6,5,4,2
41321,5,1,14,14,12,9,6,4
41322,3,4,12,14,15,13,10,0
41323,8,1,3,5,6,6,5,0
41324,8,1,7,11,15,14,11,9
41325,9,1,13,14,15,11,8,0
41326,9,1,12,13,15,14,11,0
41327,9,1,10,10,9,6,4,0
41328,8,1,4,5,7,6,5,0
41329,3,1,11,12,12,9,7,3
41330,5,9,13,13,12,9,8,3
41331,3,5,14,13,11,8,7,4
41332,6,3,11,12,17,14,12,0
41333,4,9,5,5,5,4,3,1
41334,6,6,14,13,12,8,5,0
41335,6,6,4,7,9,9,8,8
41336,5,5,2,3,3,2,2,1
41337,0,0,13,13,14,11,9,3
41338,2,7,13,16,13,10,8,3
41339,7,5,9,13,12,10,8,4
41340,5,5,6,6,5,4,3,1
41341,6,5,12,14,14,10,8,3
41342,7,6,11,14,14,12,10,0
41343,7,5,12,15,15,12,9,0
41344,6,3,8,8,7,6,4,2
41345,5,3,6,6,6,4,3,1
41346,5,9,2,3,3,2,1,0
41347,5,9,4,3,3,2,1,1
41348,6,6,12,16,17,10,6,0
41349,5,7,11,11,13,11,9,0
41350,4,1,10,11,13,13,11,5
41351,6,6,8,11,10,8,6,3
41352,6,7,3,3,4,3,2,1
41353,3,3,10,14,16,13,10,5
41354,4,5,8,11,11,9,7,3
41355,5,5,9,16,13,10,8,3
41356,0,2,8,12,16,15,12,4
41357,0,2,7,10,13,12,10,8
41358,0,2,4,7,9,8,7,8
41359,7,2,1,2,3,2,2,0
41360,3,3,9,12,16,12,10,5
41361,5,3,7,8,9,8,7,6
41362,0,2,9,13,14,10,7,5
41363,0,2,5,4,3,2,2,1
41364,4,9,11,12,11,9,7,3
41365,8,1,2,2,3,3,2,0
41366,8,1,3,4,4,3,3,0
41367,8,1,7,9,12,12,10,10
41368,9,1,7,10,12,12,10,7
41369,9,1,5,8,10,10,9,5
41370,6,4,3,2,2,1,1,1
41371,7,6,6,9,12,11,10,6
41372,6,8,8,11,15,14,11,8
41373,6,8,2,4,5,4,4,0
41374,6,7,3,4,6,5,5,0
41375,6,7,8,12,15,15,11,6
41376,6,7,1,1,2,2,2,0
41377,1,1,4,5,6,5,4,1
41378,2,6,9,9,8,5,3,0
41379,4,3,11,12,11,9,7,3
41380,4,3,9,10,15,14,12,0
41381,7,4,4,3,3,2,1,1
41382,7,4,9,9,8,6,5,2
41383,5,2,8,13,12,9,7,3
41384,3,5,14,15,11,8,7,4
41385,3,5,10,13,12,10,8,3
41386,3,5,3,4,5,4,4,0
41387,6,7,3,5,5,4,3,1
41388,3,1,12,11,17,13,13,1
41389,3,4,11,13,15,13,11,5
41390,2,2,4,4,4,3,3,1
41391,5,4,7,9,9,7,5,3
41392,2,2,6,5,5,4,3,1
41393,4,1,8,10,13,13,11,0
41394,3,1,11,8,7,6,4,2
41395,7,3,12,12,12,9,7,3
41396,7,3,9,13,11,8,6,4
41397,8,2,8,9,8,6,5,2
41398,2,2,8,11,11,9,8,4
41399,1,1,11,11,11,7,5,0
41400,2,8,10,11,9,7,5,3
41401,9,4,8,11,14,11,8,5
41402,6,6,13,9,8,7,5,2
41403,6,4,2,3,4,3,3,0
41404,7,4,5,5,5,3,2,1
41405,9,1,8,11,14,14,11,0
41406,2,6,3,4,6,5,5,0
41407,8,3,9,13,13,9,7,0
41408,1,1,10,12,14,13,10,10
41409,7,7,9,12,12,10,8,3
41410,1,1,10,9,9,5,4,0
41411,5,1,4,5,5,4,3,1
41412,9,4,5,8,10,10,8,5
41413,8,4,12,13,13,10,7,0
41414,8,2,8,8,8,8,6,0
41415,4,3,9,11,9,7,5,3
41416,5,7,7,8,7,5,4,2
41417,3,4,7,10,12,12,10,0
41418,3,4,6,9,11,11,10,6
41419,1,1,4,1,1,0,0,0
41420,0,5,9,11,11,9,7,3
41421,5,3,7,7,6,3,2,0
41422,9,1,10,13,16,14,12,3
41423,9,1,13,16,16,11,8,0
41424,7,3,9,3,2,1,1,0
41425,8,1,11,12,16,15,13,7
41426,8,1,3,7,9,9,8,6
41427,3,1,10,12,11,8,6,3
41428,4,1,9,11,12,11,9,2
41429,4,9,8,11,12,10,8,4
41430,7,8,10,17,16,12,9,4
41431,4,9,4,4,4,3,2,1
41432,6,7,4,3,4,3,2,0
41433,6,7,7,6,6,5,4,1
41434,5,2,6,8,9,8,7,0
41435,6,7,3,3,3,2,1,1
41436,1,4,5,7,8,7,6,2
41437,1,5,6,8,9,8,7,0
41438,7,4,8,10,9,6,5,3
41439,7,4,12,11,10,8,6,3
41440,5,1,4,4,4,3,3,1
41441,5,1,5,5,4,3,2,1
41442,6,1,6,7,6,5,4,2
41443,6,1,9,9,8,6,5,2
41444,7,4,10,12,11,9,7,3
41445,2,3,8,12,15,15,12,7
41446,8,1,2,2,3,3,3,0
41447,9,4,12,14,14,11,9,3
41448,4,8,13,16,17,13,9,5
41449,1,1,1,2,2,2,2,0
41450,9,3,10,12,11,8,6,4
41451,3,2,12,17,13,10,9,4
41452,3,3,6,6,5,4,3,1
41453,0,3,12,9,10,7,6,5
41454,1,1,13,10,10,7,6,0
41455,1,1,6,5,6,5,4,0
41456,1,1,1,2,3,2,2,0
41457,1,1,0,0,0,0,0,0
41458,1,1,12,13,13,11,9,3
41459,2,4,2,1,2,1,1,0
41460,7,7,3,4,5,4,3,1
41461,2,2,3,3,2,2,1,1
41462,4,9,6,6,5,4,3,1
41463,3,3,9,11,11,8,6,0
41464,3,3,5,4,5,4,3,1
41465,0,1,12,15,17,15,10,6
41466,2,4,7,13,11,8,7,3
41467,1,1,8,10,9,7,5,2
41468,6,1,0,1,1,1,1,0
41469,6,1,4,5,5,4,3,1
41470,6,1,2,2,3,2,2,0
41471,6,1,3,1,1,1,0,1
41472,8,1,7,11,13,12,10,9
41473,9,1,12,11,13,12,10,0
41474,0,1,8,11,14,14,10,11
41475,3,3,9,15,16,15,12,0
41476,3,4,7,11,12,11,9,5
41477,5,3,3,6,8,7,6,7
41478,5,3,7,10,13,13,11,10
41479,7,6,8,8,9,8,7,0
41480,0,2,8,12,11,7,6,4
41481,4,9,7,10,11,8,6,5
41482,8,6,1,1,1,1,1,0
41483,7,6,10,7,6,4,3,2
41484,6,7,3,4,4,3,2,1
41485,8,1,12,12,11,8,6,0
41486,8,1,7,9,11,11,9,0
41487,8,1,7,8,10,10,9,0
41488,8,1,8,11,14,12,10,8
41489,8,1,10,8,8,6,5,0
41490,3,3,9,13,12,9,7,0
41491,1,2,9,9,10,8,7,0
41492,9,1,7,11,15,14,10,9
41493,8,1,5,7,10,9,8,8
41494,1,1,9,10,10,8,6,0
41495,1,1,9,10,12,12,10,0
41496,8,1,13,10,9,7,5,2
41497,0,5,15,12,11,9,7,4
41498,0,3,10,11,10,8,6,3
41499,6,7,10,12,14,13,11,8
41500,7,3,10,15,14,11,9,4
41501,3,5,4,5,5,4,3,2
41502,5,1,8,11,11,9,7,4
41503,5,1,9,9,8,7,5,2
41504,5,1,10,12,11,9,7,3
41505,0,2,15,15,15,11,8,5
41506,3,3,11,15,16,15,12,5
41507,6,3,8,7,6,5,3,2
41508,5,2,9,12,12,9,7,3
41509,3,2,3,3,4,3,3,0
41510,2,3,11,13,12,9,8,4
41511,5,3,1,2,3,3,2,0
41512,5,3,4,7,8,7,7,6
41513,6,4,9,8,8,6,5,2
41514,7,5,9,10,9,8,6,2
41515,7,6,12,10,9,7,5,3
41516,6,7,12,10,13,12,10,0
41517,4,9,8,8,7,6,4,2
41518,1,1,10,15,13,10,8,3
41519,2,4,8,14,18,16,12,5
41520,6,4,10,12,11,9,7,3
41521,9,1,6,9,12,11,10,6
41522,7,1,4,7,7,6,6,0
41523,6,8,8,11,14,13,11,9
41524,6,8,3,4,6,5,5,0
41525,6,7,8,10,12,12,10,0
41526,1,1,9,12,11,9,7,3
41527,7,6,6,5,5,4,3,1
41528,4,3,4,4,3,2,2,1
41529,4,3,4,6,7,7,6,0
41530,6,1,2,1,1,1,0,1
41531,6,1,5,5,6,4,3,1
41532,6,1,4,4,4,3,2,0
41533,6,1,2,2,2,1,1,1
41534,5,1,5,4,4,3,2,1
41535,9,1,5,8,9,9,8,9
41536,1,2,6,5,4,3,3,0
41537,3,8,9,12,11,10,8,1
41538,4,3,6,5,5,3,3,1
41539,0,4,10,13,12,9,8,3
41540,6,3,11,10,8,7,5,2
41541,0,5,11,17,14,11,9,3
41542,5,3,6,8,11,11,9,10
41543,8,4,11,15,16,12,9,5
41544,8,4,6,8,14,11,8,11
41545,8,4,8,9,14,11,11,0
41546,8,3,10,12,11,8,7,3
41547,9,3,12,18,18,12,9,0
41548,7,1,7,10,10,9,8,0
41549,8,2,3,3,4,3,3,0
41550,6,8,7,10,13,12,10,9
41551,6,8,6,9,11,11,9,11
41552,3,8,10,13,11,9,7,3
41553,6,6,8,11,15,14,11,7
41554,5,7,6,9,11,11,10,7
41555,6,7,8,10,13,13,10,11
41556,0,0,10,16,18,15,12,6
41557,3,8,11,14,15,12,9,4
41558,3,3,10,12,12,9,7,3
41559,0,0,5,5,5,4,3,1
41560,4,9,13,14,13,10,8,4
41561,4,9,9,11,10,8,6,3
41562,4,9,8,10,9,7,6,2
41563,6,6,12,17,16,12,9,5
41564,6,4,3,3,4,3,3,0
41565,6,4,9,10,8,7,5,2
41566,6,5,8,6,6,4,3,1
41567,6,5,13,13,12,9,8,3
41568,7,6,14,11,11,10,10,0
41569,8,1,8,12,16,14,11,8
41570,8,1,7,10,13,13,10,6
41571,7,6,4,5,5,5,4,0
41572,0,4,14,11,11,9,6,3
41573,6,3,11,12,11,9,7,3
41574,6,3,8,9,8,6,5,2
41575,5,3,5,5,4,3,2,1
41576,6,3,5,4,3,2,1,1
41577,4,4,15,11,11,8,6,4
41578,2,2,13,11,10,7,6,4
41579,5,1,3,3,3,2,2,1
41580,6,1,2,1,1,1,0,0
41581,6,1,9,9,8,6,5,2
41582,6,1,6,6,6,5,3,1
41583,6,1,8,9,8,6,5,2
41584,6,1,5,4,4,4,3,1
41585,6,1,3,4,5,4,3,1
41586,6,9,12,11,10,9,7,3
41587,7,3,11,10,9,7,6,2
41588,7,4,10,9,9,7,5,2
41589,7,5,12,15,14,7,3,0
41590,3,6,7,11,15,14,12,9
41591,0,2,8,13,15,15,11,6
41592,1,1,2,2,2,1,1,0
41593,3,7,2,2,3,3,3,0
41594,9,4,10,11,13,12,10,0
41595,9,4,10,10,12,11,9,0
41596,2,4,9,13,14,11,9,4
41597,5,7,9,13,13,11,8,5
41598,6,3,11,12,11,6,4,0
